"","leg_id","type","name","committee_id","bill_id"
"7263","TXL000370","cosponsor","Anderson, Rodney",NA,"HB 200"
"7264","TXL000424","cosponsor","Ashby",NA,"HB 200"
"7265","TXL000425","cosponsor","Bell",NA,"HB 200"
"7266","TXL000677","cosponsor","Biedermann",NA,"HB 200"
"7267","TXL000221","cosponsor","Bohac",NA,"HB 200"
"7268","TXL000223","cosponsor","Bonnen, Dennis",NA,"HB 200"
"7269","TXL000426","cosponsor","Bonnen, Greg",NA,"HB 200"
"7270","TXL000507","cosponsor","Burns",NA,"HB 200"
"7271","TXL000696","cosponsor","Cain",NA,"HB 200"
"7272","TXL000429","cosponsor","Capriglione",NA,"HB 200"
"7273","TXL000236","cosponsor","Cook",NA,"HB 200"
"7274","TXL000697","cosponsor","Cosper",NA,"HB 200"
"7275","TXL000433","cosponsor","Dale",NA,"HB 200"
"7276","TXL000691","cosponsor","Dean",NA,"HB 200"
"7277","TXL000506","cosponsor","Faircloth",NA,"HB 200"
"7278","TXL000434","cosponsor","Fallon",NA,"HB 200"
"7279","TXL000260","cosponsor","Flynn",NA,"HB 200"
"7280","TXL000436","cosponsor","Frank",NA,"HB 200"
"7281","TXL000379","cosponsor","Frullo",NA,"HB 200"
"7282","TXL000264","cosponsor","Geren",NA,"HB 200"
"7283","TXL000437","cosponsor","Goldman",NA,"HB 200"
"7284","TXL000381","cosponsor","Gonzales, Larry",NA,"HB 200"
"7285","TXL000689","cosponsor","Hefner",NA,"HB 200"
"7286","TXL000690","cosponsor","Holland",NA,"HB 200"
"7287","TXL000385","cosponsor","Huberty",NA,"HB 200"
"7288","TXL000441","cosponsor","Kacal",NA,"HB 200"
"7289","TXL000485","cosponsor","Keough",NA,"HB 200"
"7290","TXL000295","cosponsor","King, Phil",NA,"HB 200"
"7291","TXL000444","cosponsor","Krause",NA,"HB 200"
"7292","TXL000387","cosponsor","Kuempel",NA,"HB 200"
"7293","TXL000681","cosponsor","Lambert",NA,"HB 200"
"7294","TXL000675","cosponsor","Lang",NA,"HB 200"
"7295","TXL000445","cosponsor","Leach",NA,"HB 200"
"7296","TXL000502","cosponsor","Metcalf",NA,"HB 200"
"7297",NA,"cosponsor","Miller",NA,"HB 200"
"7298","TXL000397","cosponsor","Murphy",NA,"HB 200"
"7299","TXL000480","cosponsor","Murr",NA,"HB 200"
"7300","TXL000687","cosponsor","Oliverson",NA,"HB 200"
"7301","TXL000454","cosponsor","Paddie",NA,"HB 200"
"7302","TXL000325","cosponsor","Parker",NA,"HB 200"
"7303","TXL000484","cosponsor","Paul",NA,"HB 200"
"7304","TXL000329","cosponsor","Phillips",NA,"HB 200"
"7305","TXL000331","cosponsor","Pickett",NA,"HB 200"
"7306","TXL000402","cosponsor","Price",NA,"HB 200"
"7307","TXL000493","cosponsor","Rinaldi",NA,"HB 200"
"7308","TXL000688","cosponsor","Roberts",NA,"HB 200"
"7309","TXL000460","cosponsor","Schaefer",NA,"HB 200"
"7310","TXL000673","cosponsor","Schubert",NA,"HB 200"
"7311","TXL000495","cosponsor","Shaheen",NA,"HB 200"
"7312","TXL000685","cosponsor","Shine",NA,"HB 200"
"7313","TXL000462","cosponsor","Simmons",NA,"HB 200"
"7314","TXL000344","cosponsor","Smithee",NA,"HB 200"
"7315","TXL000463","cosponsor","Springer",NA,"HB 200"
"7316","TXL000464","cosponsor","Stephenson",NA,"HB 200"
"7317","TXL000465","cosponsor","Stickland",NA,"HB 200"
"7318","TXL000680","cosponsor","Stucky",NA,"HB 200"
"7319","TXL000694","cosponsor","Swanson",NA,"HB 200"
"7320","TXL000466","cosponsor","Thompson, Ed",NA,"HB 200"
"7321","TXL000499","cosponsor","Tinderholt",NA,"HB 200"
"7322","TXL000494","cosponsor","VanDeaver",NA,"HB 200"
"7323","TXL000470","cosponsor","Villalba",NA,"HB 200"
"7324",NA,"cosponsor","White",NA,"HB 200"
"7325","TXL000678","cosponsor","Wilson",NA,"HB 200"
"7326","TXL000411","cosponsor","Workman",NA,"HB 200"
"7327","TXL000481","cosponsor","Wray",NA,"HB 200"
"7328","TXL000412","cosponsor","Zedler",NA,"HB 200"
"7329","TXL000363","cosponsor","Zerwas",NA,"HB 200"
"7330","TXL000214","primary","Allen",NA,"HB 1504"
"7331",NA,"primary","White",NA,"HB 1522"
"7332","TXL000214","cosponsor","Allen",NA,"HB 1522"
"7333","TXL000434","cosponsor","Fallon",NA,"HB 1522"
"7334","TXL000391","primary","Lozano",NA,"HB 1596"
"7335","TXL000269","primary","Gutierrez",NA,"HB 1626"
"7336","TXL000459","primary","Sanford",NA,"HB 1620"
"7337","TXL000373","primary","Burkett",NA,"HB 1620"
"7338",NA,"primary","Miller",NA,"HB 1620"
"7339","TXL000519","primary","Minjarez",NA,"HB 1620"
"7340","TXL000223","cosponsor","Bonnen, Dennis",NA,"HB 1620"
"7341","TXL000696","cosponsor","Cain",NA,"HB 1620"
"7342","TXL000689","cosponsor","Hefner",NA,"HB 1620"
"7343","TXL000675","cosponsor","Lang",NA,"HB 1620"
"7344","TXL000445","cosponsor","Leach",NA,"HB 1620"
"7345","TXL000687","cosponsor","Oliverson",NA,"HB 1620"
"7346","TXL000495","cosponsor","Shaheen",NA,"HB 1620"
"7347","TXL000344","primary","Smithee",NA,"HB 1635"
"7348","TXL000434","primary","Fallon",NA,"HB 1635"
"7349","TXL000242","primary","Darby",NA,"HB 2250"
"7350","TXL000352","primary","Thompson, Senfronia",NA,"HB 1864"
"7351","TXL000235","primary","Coleman",NA,"HB 1864"
"7352","TXL000320","primary","Oliveira",NA,"HB 2058"
"7353","TXL000430","primary","Clardy",NA,"HB 1821"
"7354",NA,"primary","Lucio III",NA,"HB 2107"
"7355","TXL000386","primary","Isaac",NA,"HB 2107"
"7356",NA,"primary","White",NA,"HB 2107"
"7357","TXL000462","primary","Simmons",NA,"HB 2107"
"7358","TXL000461","primary","Sheffield",NA,"HB 2107"
"7359","TXL000214","cosponsor","Allen",NA,"HB 2107"
"7360","TXL000215","cosponsor","Alonzo",NA,"HB 2107"
"7361","TXL000216","cosponsor","Alvarado",NA,"HB 2107"
"7362","TXL000217","cosponsor","Anchia",NA,"HB 2107"
"7363","TXL000683","cosponsor","Arévalo",NA,"HB 2107"
"7364","TXL000693","cosponsor","Bailes",NA,"HB 2107"
"7365","TXL000517","cosponsor","Bernal",NA,"HB 2107"
"7366","TXL000677","cosponsor","Biedermann",NA,"HB 2107"
"7367","TXL000497","cosponsor","Blanco",NA,"HB 2107"
"7368","TXL000428","cosponsor","Canales",NA,"HB 2107"
"7369","TXL000430","cosponsor","Clardy",NA,"HB 2107"
"7370","TXL000235","cosponsor","Coleman",NA,"HB 2107"
"7371","TXL000431","cosponsor","Collier",NA,"HB 2107"
"7372","TXL000236","cosponsor","Cook",NA,"HB 2107"
"7373","TXL000676","cosponsor","Cortez",NA,"HB 2107"
"7374","TXL000516","cosponsor","Cyrier",NA,"HB 2107"
"7375","TXL000242","cosponsor","Darby",NA,"HB 2107"
"7376","TXL000245","cosponsor","Deshotel",NA,"HB 2107"
"7377","TXL000247","cosponsor","Dukes",NA,"HB 2107"
"7378","TXL000249","cosponsor","Dutton",NA,"HB 2107"
"7379","TXL000506","cosponsor","Faircloth",NA,"HB 2107"
"7380","TXL000257","cosponsor","Farrar",NA,"HB 2107"
"7381","TXL000436","cosponsor","Frank",NA,"HB 2107"
"7382","TXL000686","cosponsor","Gervin-Hawkins",NA,"HB 2107"
"7383","TXL000265","cosponsor","Giddings",NA,"HB 2107"
"7384","TXL000437","cosponsor","Goldman",NA,"HB 2107"
"7385","TXL000438","cosponsor","González, Mary",NA,"HB 2107"
"7386","TXL000695","cosponsor","Gooden",NA,"HB 2107"
"7387","TXL000439","cosponsor","Guerra",NA,"HB 2107"
"7388","TXL000268","cosponsor","Guillen",NA,"HB 2107"
"7389","TXL000269","cosponsor","Gutierrez",NA,"HB 2107"
"7390","TXL000277","cosponsor","Hernandez",NA,"HB 2107"
"7391","TXL000692","cosponsor","Hinojosa, Gina",NA,"HB 2107"
"7392","TXL000690","cosponsor","Holland",NA,"HB 2107"
"7393","TXL000283","cosponsor","Howard",NA,"HB 2107"
"7394","TXL000385","cosponsor","Huberty",NA,"HB 2107"
"7395","TXL000475","cosponsor","Israel",NA,"HB 2107"
"7396","TXL000289","cosponsor","Johnson, Eric",NA,"HB 2107"
"7397","TXL000295","cosponsor","King, Phil",NA,"HB 2107"
"7398","TXL000681","cosponsor","Lambert",NA,"HB 2107"
"7399","TXL000446","cosponsor","Longoria",NA,"HB 2107"
"7400","TXL000391","cosponsor","Lozano",NA,"HB 2107"
"7401",NA,"cosponsor","Martinez, ""Mando""",NA,"HB 2107"
"7402","TXL000519","cosponsor","Minjarez",NA,"HB 2107"
"7403","TXL000317","cosponsor","Moody",NA,"HB 2107"
"7404","TXL000318","cosponsor","Morrison, Geanie W.",NA,"HB 2107"
"7405",NA,"cosponsor","Muñoz, Jr.",NA,"HB 2107"
"7406","TXL000397","cosponsor","Murphy",NA,"HB 2107"
"7407","TXL000452","cosponsor","Nevárez",NA,"HB 2107"
"7408","TXL000687","cosponsor","Oliverson",NA,"HB 2107"
"7409","TXL000682","cosponsor","Ortega",NA,"HB 2107"
"7410","TXL000679","cosponsor","Perez",NA,"HB 2107"
"7411","TXL000496","cosponsor","Phelan",NA,"HB 2107"
"7412","TXL000415","cosponsor","Raney",NA,"HB 2107"
"7413","TXL000404","cosponsor","Reynolds",NA,"HB 2107"
"7414","TXL000338","cosponsor","Rodriguez, Eddie",NA,"HB 2107"
"7415","TXL000457","cosponsor","Rodriguez, Justin",NA,"HB 2107"
"7416",NA,"cosponsor","Romero, Jr.",NA,"HB 2107"
"7417","TXL000458","cosponsor","Rose",NA,"HB 2107"
"7418","TXL000465","cosponsor","Stickland",NA,"HB 2107"
"7419","TXL000680","cosponsor","Stucky",NA,"HB 2107"
"7420","TXL000699","cosponsor","Thierry",NA,"HB 2107"
"7421","TXL000352","cosponsor","Thompson, Senfronia",NA,"HB 2107"
"7422",NA,"cosponsor","Turner",NA,"HB 2107"
"7423","TXL000698","cosponsor","Uresti, Tomas",NA,"HB 2107"
"7424","TXL000494","cosponsor","VanDeaver",NA,"HB 2107"
"7425","TXL000470","cosponsor","Villalba",NA,"HB 2107"
"7426","TXL000359","cosponsor","Vo",NA,"HB 2107"
"7427","TXL000360","cosponsor","Walle",NA,"HB 2107"
"7428","TXL000411","cosponsor","Workman",NA,"HB 2107"
"7429","TXL000472","cosponsor","Wu",NA,"HB 2107"
"7430","TXL000412","cosponsor","Zedler",NA,"HB 2107"
"7431","TXL000363","cosponsor","Zerwas",NA,"HB 2107"
"7432","TXL000404","primary","Reynolds",NA,"HB 1806"
"7433","TXL000363","primary","Zerwas",NA,"HB 1908"
"7434","TXL000461","primary","Sheffield",NA,"HB 1908"
"7435","TXL000352","primary","Thompson, Senfronia",NA,"HB 1908"
"7436","TXL000325","primary","Parker",NA,"HB 1908"
"7437","TXL000283","primary","Howard",NA,"HB 1908"
"7438","TXL000214","cosponsor","Allen",NA,"HB 1908"
"7439","TXL000216","cosponsor","Alvarado",NA,"HB 1908"
"7440","TXL000516","cosponsor","Cyrier",NA,"HB 1908"
"7441","TXL000242","cosponsor","Darby",NA,"HB 1908"
"7442","TXL000378","cosponsor","Davis, Sarah",NA,"HB 1908"
"7443","TXL000506","cosponsor","Faircloth",NA,"HB 1908"
"7444","TXL000695","cosponsor","Gooden",NA,"HB 1908"
"7445","TXL000386","cosponsor","Isaac",NA,"HB 1908"
"7446",NA,"cosponsor","Miller",NA,"HB 1908"
"7447","TXL000687","cosponsor","Oliverson",NA,"HB 1908"
"7448","TXL000688","cosponsor","Roberts",NA,"HB 1908"
"7449","TXL000466","cosponsor","Thompson, Ed",NA,"HB 1908"
"7450","TXL000698","cosponsor","Uresti, Tomas",NA,"HB 1908"
"7451",NA,"primary","Martinez, ""Mando""",NA,"HB 2276"
"7452","TXL000437","primary","Goldman",NA,"HB 1825"
"7453","TXL000434","primary","Fallon",NA,"HB 1825"
"7454","TXL000338","primary","Rodriguez, Eddie",NA,"HB 1922"
"7455","TXL000260","primary","Flynn",NA,"HB 1922"
"7456","TXL000215","primary","Alonzo",NA,"HB 1922"
"7457","TXL000411","primary","Workman",NA,"HB 1922"
"7458",NA,"primary","Martinez, ""Mando""",NA,"HB 1922"
"7459","TXL000698","cosponsor","Uresti, Tomas",NA,"HB 1922"
"7460","TXL000682","primary","Ortega",NA,"HB 1892"
"7461","TXL000277","primary","Hernandez",NA,"HB 1892"
"7462","TXL000257","primary","Farrar",NA,"HB 1892"
"7463","TXL000680","primary","Stucky",NA,"HB 1892"
"7464","TXL000370","primary","Anderson, Rodney",NA,"HB 1892"
"7465","TXL000235","primary","Coleman",NA,"HB 1939"
"7466","TXL000411","primary","Workman",NA,"HB 2343"
"7467","TXL000218","primary","Anderson, Charles ""Doc""",NA,"HB 2343"
"7468","TXL000470","primary","Villalba",NA,"HB 2343"
"7469","TXL000687","primary","Oliverson",NA,"HB 2141"
"7470","TXL000676","primary","Cortez",NA,"HB 2141"
"7471","TXL000363","primary","Zerwas",NA,"HB 2141"
"7472","TXL000460","primary","Schaefer",NA,"HB 2141"
"7473","TXL000497","primary","Blanco",NA,"HB 2141"
"7474","TXL000698","cosponsor","Uresti, Tomas",NA,"HB 2141"
"7475",NA,"primary","Miller",NA,"HB 2373"
"7476","TXL000397","primary","Murphy",NA,"HB 2227"
"7477","TXL000352","primary","Thompson, Senfronia",NA,"HB 1749"
"7478","TXL000320","primary","Oliveira",NA,"HB 1665"
"7479","TXL000217","primary","Anchia",NA,"HR 603"
"7480","TXL000470","primary","Villalba",NA,"HR 603"
"7481","TXL000475","primary","Israel",NA,"HR 603"
"7482","TXL000370","primary","Anderson, Rodney",NA,"HR 603"
"7483","TXL000517","cosponsor","Bernal",NA,"HR 603"
"7484","TXL000437","cosponsor","Goldman",NA,"HR 603"
"7485","TXL000692","cosponsor","Hinojosa, Gina",NA,"HR 603"
"7486","TXL000491","cosponsor","Koop",NA,"HR 603"
"7487","TXL000464","cosponsor","Stephenson",NA,"HR 603"
"7488","TXL000698","cosponsor","Uresti, Tomas",NA,"HR 603"
"7489","TXL000463","primary","Springer",NA,"HB 1936"
"7490","TXL000236","primary","Cook",NA,"HB 1936"
"7491","TXL000429","primary","Capriglione",NA,"HB 1936"
"7492","TXL000373","primary","Burkett",NA,"HB 1936"
"7493","TXL000685","primary","Shine",NA,"HB 1936"
"7494","TXL000218","cosponsor","Anderson, Charles ""Doc""",NA,"HB 1936"
"7495","TXL000424","cosponsor","Ashby",NA,"HB 1936"
"7496","TXL000425","cosponsor","Bell",NA,"HB 1936"
"7497","TXL000223","cosponsor","Bonnen, Dennis",NA,"HB 1936"
"7498","TXL000426","cosponsor","Bonnen, Greg",NA,"HB 1936"
"7499","TXL000691","cosponsor","Dean",NA,"HB 1936"
"7500","TXL000506","cosponsor","Faircloth",NA,"HB 1936"
"7501","TXL000260","cosponsor","Flynn",NA,"HB 1936"
"7502","TXL000436","cosponsor","Frank",NA,"HB 1936"
"7503","TXL000379","cosponsor","Frullo",NA,"HB 1936"
"7504","TXL000264","cosponsor","Geren",NA,"HB 1936"
"7505","TXL000437","cosponsor","Goldman",NA,"HB 1936"
"7506","TXL000381","cosponsor","Gonzales, Larry",NA,"HB 1936"
"7507","TXL000689","cosponsor","Hefner",NA,"HB 1936"
"7508","TXL000690","cosponsor","Holland",NA,"HB 1936"
"7509","TXL000441","cosponsor","Kacal",NA,"HB 1936"
"7510","TXL000295","cosponsor","King, Phil",NA,"HB 1936"
"7511","TXL000444","cosponsor","Krause",NA,"HB 1936"
"7512","TXL000387","cosponsor","Kuempel",NA,"HB 1936"
"7513","TXL000445","cosponsor","Leach",NA,"HB 1936"
"7514","TXL000397","cosponsor","Murphy",NA,"HB 1936"
"7515","TXL000480","cosponsor","Murr",NA,"HB 1936"
"7516","TXL000454","cosponsor","Paddie",NA,"HB 1936"
"7517","TXL000325","cosponsor","Parker",NA,"HB 1936"
"7518","TXL000484","cosponsor","Paul",NA,"HB 1936"
"7519","TXL000329","cosponsor","Phillips",NA,"HB 1936"
"7520","TXL000402","cosponsor","Price",NA,"HB 1936"
"7521","TXL000415","cosponsor","Raney",NA,"HB 1936"
"7522","TXL000688","cosponsor","Roberts",NA,"HB 1936"
"7523","TXL000462","cosponsor","Simmons",NA,"HB 1936"
"7524","TXL000344","cosponsor","Smithee",NA,"HB 1936"
"7525","TXL000464","cosponsor","Stephenson",NA,"HB 1936"
"7526","TXL000680","cosponsor","Stucky",NA,"HB 1936"
"7527","TXL000694","cosponsor","Swanson",NA,"HB 1936"
"7528","TXL000466","cosponsor","Thompson, Ed",NA,"HB 1936"
"7529","TXL000494","cosponsor","VanDeaver",NA,"HB 1936"
"7530",NA,"cosponsor","White",NA,"HB 1936"
"7531","TXL000411","cosponsor","Workman",NA,"HB 1936"
"7532","TXL000481","cosponsor","Wray",NA,"HB 1936"
"7533","TXL000318","primary","Morrison, Geanie W.",NA,"HB 2092"
"7534","TXL000464","primary","Stephenson",NA,"HB 2092"
"7535","TXL000242","primary","Darby",NA,"HB 2281"
"7536","TXL000490","primary","Landgraf",NA,"HB 2315"
"7537","TXL000299","primary","Laubenberg",NA,"HB 1957"
"7538","TXL000391","primary","Lozano",NA,"HB 2287"
"7539","TXL000397","primary","Murphy",NA,"HB 1964"
"7540","TXL000519","primary","Minjarez",NA,"HB 2490"
"7541","TXL000257","cosponsor","Farrar",NA,"HB 2490"
"7542","TXL000681","primary","Lambert",NA,"HB 2488"
"7543","TXL000295","primary","King, Phil",NA,"HB 2488"
"7544","TXL000378","primary","Davis, Sarah",NA,"HB 2478"
"7545","TXL000425","primary","Bell",NA,"HB 2479"
"7546","TXL000387","primary","Kuempel",NA,"HB 2508"
"7547","TXL000363","primary","Zerwas",NA,"HB 2548"
"7548","TXL000687","primary","Oliverson",NA,"HB 2548"
"7549","TXL000268","primary","Guillen",NA,"HB 2528"
"7550","TXL000352","primary","Thompson, Senfronia",NA,"HB 2629"
"7551","TXL000277","primary","Hernandez",NA,"HB 2629"
"7552","TXL000381","primary","Gonzales, Larry",NA,"HB 2638"
"7553","TXL000481","primary","Wray",NA,"HB 2668"
"7554","TXL000470","primary","Villalba",NA,"HB 2668"
"7555","TXL000445","primary","Leach",NA,"HB 2668"
"7556","TXL000352","primary","Thompson, Senfronia",NA,"HB 2622"
"7557","TXL000221","primary","Bohac",NA,"HB 2714"
"7558","TXL000318","primary","Morrison, Geanie W.",NA,"HB 2690"
"7559","TXL000320","primary","Oliveira",NA,"HB 2690"
"7560","TXL000506","primary","Faircloth",NA,"HB 2690"
"7561","TXL000507","primary","Burns",NA,"HB 2858"
"7562","TXL000685","primary","Shine",NA,"HB 2858"
"7563","TXL000484","primary","Paul",NA,"HB 2858"
"7564","TXL000373","primary","Burkett",NA,"HB 2858"
"7565","TXL000452","primary","Nevárez",NA,"HB 2858"
"7566","TXL000218","cosponsor","Anderson, Charles ""Doc""",NA,"HB 2858"
"7567","TXL000424","cosponsor","Ashby",NA,"HB 2858"
"7568","TXL000425","cosponsor","Bell",NA,"HB 2858"
"7569","TXL000223","cosponsor","Bonnen, Dennis",NA,"HB 2858"
"7570","TXL000426","cosponsor","Bonnen, Greg",NA,"HB 2858"
"7571","TXL000228","cosponsor","Button",NA,"HB 2858"
"7572","TXL000236","cosponsor","Cook",NA,"HB 2858"
"7573","TXL000691","cosponsor","Dean",NA,"HB 2858"
"7574","TXL000506","cosponsor","Faircloth",NA,"HB 2858"
"7575","TXL000260","cosponsor","Flynn",NA,"HB 2858"
"7576","TXL000436","cosponsor","Frank",NA,"HB 2858"
"7577","TXL000379","cosponsor","Frullo",NA,"HB 2858"
"7578","TXL000264","cosponsor","Geren",NA,"HB 2858"
"7579","TXL000437","cosponsor","Goldman",NA,"HB 2858"
"7580","TXL000381","cosponsor","Gonzales, Larry",NA,"HB 2858"
"7581","TXL000689","cosponsor","Hefner",NA,"HB 2858"
"7582","TXL000690","cosponsor","Holland",NA,"HB 2858"
"7583","TXL000441","cosponsor","Kacal",NA,"HB 2858"
"7584","TXL000295","cosponsor","King, Phil",NA,"HB 2858"
"7585","TXL000444","cosponsor","Krause",NA,"HB 2858"
"7586","TXL000387","cosponsor","Kuempel",NA,"HB 2858"
"7587","TXL000681","cosponsor","Lambert",NA,"HB 2858"
"7588","TXL000299","cosponsor","Laubenberg",NA,"HB 2858"
"7589","TXL000445","cosponsor","Leach",NA,"HB 2858"
"7590","TXL000397","cosponsor","Murphy",NA,"HB 2858"
"7591","TXL000480","cosponsor","Murr",NA,"HB 2858"
"7592","TXL000454","cosponsor","Paddie",NA,"HB 2858"
"7593","TXL000325","cosponsor","Parker",NA,"HB 2858"
"7594","TXL000402","cosponsor","Price",NA,"HB 2858"
"7595","TXL000415","cosponsor","Raney",NA,"HB 2858"
"7596","TXL000688","cosponsor","Roberts",NA,"HB 2858"
"7597","TXL000462","cosponsor","Simmons",NA,"HB 2858"
"7598","TXL000344","cosponsor","Smithee",NA,"HB 2858"
"7599","TXL000463","cosponsor","Springer",NA,"HB 2858"
"7600","TXL000464","cosponsor","Stephenson",NA,"HB 2858"
"7601","TXL000680","cosponsor","Stucky",NA,"HB 2858"
"7602","TXL000694","cosponsor","Swanson",NA,"HB 2858"
"7603","TXL000466","cosponsor","Thompson, Ed",NA,"HB 2858"
"7604","TXL000494","cosponsor","VanDeaver",NA,"HB 2858"
"7605","TXL000360","cosponsor","Walle",NA,"HB 2858"
"7606",NA,"cosponsor","White",NA,"HB 2858"
"7607","TXL000411","cosponsor","Workman",NA,"HB 2858"
"7608","TXL000481","cosponsor","Wray",NA,"HB 2858"
"7609","TXL000363","cosponsor","Zerwas",NA,"HB 2858"
"7610","TXL000682","primary","Ortega",NA,"HB 2869"
"7611","TXL000331","primary","Pickett",NA,"HB 2869"
"7612","TXL000438","primary","González, Mary",NA,"HB 2869"
"7613","TXL000497","primary","Blanco",NA,"HB 2869"
"7614","TXL000458","primary","Rose",NA,"HB 2724"
"7615","TXL000320","primary","Oliveira",NA,"HB 2826"
"7616","TXL000214","primary","Allen",NA,"HB 2883"
"7617",NA,"primary","White",NA,"HB 2883"
"7618","TXL000691","primary","Dean",NA,"HB 2821"
"7619","TXL000389","primary","Larson",NA,"HB 2802"
"7620","TXL000320","primary","Oliveira",NA,"HB 2827"
"7621","TXL000686","primary","Gervin-Hawkins",NA,"HB 2763"
"7622","TXL000442","primary","King, Ken",NA,"HB 2862"
"7623",NA,"primary","Lucio III",NA,"HB 3010"
"7624","TXL000441","primary","Kacal",NA,"HB 3062"
"7625","TXL000294","primary","King, Tracy O.",NA,"HB 3036"
"7626","TXL000386","cosponsor","Isaac",NA,"HB 3036"
"7627","TXL000334","primary","Raymond",NA,"HB 2969"
"7628","TXL000260","primary","Flynn",NA,"HB 3012"
"7629","TXL000697","primary","Cosper",NA,"HB 4163"
"7630","TXL000245","primary","Deshotel",NA,"HB 4021"
"7631","TXL000686","primary","Gervin-Hawkins",NA,"HB 3639"
"7632","TXL000334","primary","Raymond",NA,"HB 4241"
"7633","TXL000286","primary","Hunter",NA,"HB 3640"
"7634","TXL000278","primary","Herrero",NA,"HB 3640"
"7635",NA,"primary","White",NA,"HB 4231"
"7636","TXL000242","primary","Darby",NA,"HB 4231"
"7637","TXL000454","primary","Paddie",NA,"HB 4231"
"7638","TXL000442","primary","King, Ken",NA,"HB 4231"
"7639","TXL000318","primary","Morrison, Geanie W.",NA,"HB 4231"
"7640","TXL000490","cosponsor","Landgraf",NA,"HB 4231"
"7641","TXL000216","primary","Alvarado",NA,"HB 3685"
"7642","TXL000223","primary","Bonnen, Dennis",NA,"HB 3189"
"7643","TXL000373","primary","Burkett",NA,"HB 3129"
"7644","TXL000391","primary","Lozano",NA,"HB 3383"
"7645","TXL000678","primary","Wilson",NA,"HB 3606"
"7646","TXL000494","primary","VanDeaver",NA,"HB 3606"
"7647","TXL000687","primary","Oliverson",NA,"HB 3606"
"7648",NA,"primary","Lucio III",NA,"HB 3606"
"7649","TXL000504","primary","Meyer",NA,"HB 3606"
"7650","TXL000214","cosponsor","Allen",NA,"HB 3606"
"7651","TXL000215","cosponsor","Alonzo",NA,"HB 3606"
"7652","TXL000218","cosponsor","Anderson, Charles ""Doc""",NA,"HB 3606"
"7653","TXL000683","cosponsor","Arévalo",NA,"HB 3606"
"7654","TXL000424","cosponsor","Ashby",NA,"HB 3606"
"7655","TXL000693","cosponsor","Bailes",NA,"HB 3606"
"7656","TXL000425","cosponsor","Bell",NA,"HB 3606"
"7657","TXL000677","cosponsor","Biedermann",NA,"HB 3606"
"7658","TXL000497","cosponsor","Blanco",NA,"HB 3606"
"7659","TXL000426","cosponsor","Bonnen, Greg",NA,"HB 3606"
"7660","TXL000373","cosponsor","Burkett",NA,"HB 3606"
"7661","TXL000507","cosponsor","Burns",NA,"HB 3606"
"7662","TXL000500","cosponsor","Burrows",NA,"HB 3606"
"7663","TXL000228","cosponsor","Button",NA,"HB 3606"
"7664","TXL000696","cosponsor","Cain",NA,"HB 3606"
"7665","TXL000428","cosponsor","Canales",NA,"HB 3606"
"7666","TXL000429","cosponsor","Capriglione",NA,"HB 3606"
"7667","TXL000236","cosponsor","Cook",NA,"HB 3606"
"7668","TXL000676","cosponsor","Cortez",NA,"HB 3606"
"7669","TXL000697","cosponsor","Cosper",NA,"HB 3606"
"7670","TXL000516","cosponsor","Cyrier",NA,"HB 3606"
"7671","TXL000242","cosponsor","Darby",NA,"HB 3606"
"7672","TXL000378","cosponsor","Davis, Sarah",NA,"HB 3606"
"7673","TXL000691","cosponsor","Dean",NA,"HB 3606"
"7674","TXL000245","cosponsor","Deshotel",NA,"HB 3606"
"7675","TXL000249","cosponsor","Dutton",NA,"HB 3606"
"7676","TXL000506","cosponsor","Faircloth",NA,"HB 3606"
"7677","TXL000260","cosponsor","Flynn",NA,"HB 3606"
"7678","TXL000436","cosponsor","Frank",NA,"HB 3606"
"7679","TXL000379","cosponsor","Frullo",NA,"HB 3606"
"7680","TXL000264","cosponsor","Geren",NA,"HB 3606"
"7681","TXL000686","cosponsor","Gervin-Hawkins",NA,"HB 3606"
"7682","TXL000695","cosponsor","Gooden",NA,"HB 3606"
"7683","TXL000439","cosponsor","Guerra",NA,"HB 3606"
"7684","TXL000268","cosponsor","Guillen",NA,"HB 3606"
"7685","TXL000269","cosponsor","Gutierrez",NA,"HB 3606"
"7686","TXL000689","cosponsor","Hefner",NA,"HB 3606"
"7687","TXL000278","cosponsor","Herrero",NA,"HB 3606"
"7688","TXL000692","cosponsor","Hinojosa, Gina",NA,"HB 3606"
"7689","TXL000690","cosponsor","Holland",NA,"HB 3606"
"7690","TXL000283","cosponsor","Howard",NA,"HB 3606"
"7691","TXL000386","cosponsor","Isaac",NA,"HB 3606"
"7692","TXL000475","cosponsor","Israel",NA,"HB 3606"
"7693","TXL000289","cosponsor","Johnson, Eric",NA,"HB 3606"
"7694","TXL000672","cosponsor","Johnson, Jarvis",NA,"HB 3606"
"7695","TXL000441","cosponsor","Kacal",NA,"HB 3606"
"7696","TXL000485","cosponsor","Keough",NA,"HB 3606"
"7697","TXL000442","cosponsor","King, Ken",NA,"HB 3606"
"7698","TXL000295","cosponsor","King, Phil",NA,"HB 3606"
"7699","TXL000443","cosponsor","Klick",NA,"HB 3606"
"7700","TXL000491","cosponsor","Koop",NA,"HB 3606"
"7701","TXL000387","cosponsor","Kuempel",NA,"HB 3606"
"7702","TXL000681","cosponsor","Lambert",NA,"HB 3606"
"7703","TXL000675","cosponsor","Lang",NA,"HB 3606"
"7704","TXL000299","cosponsor","Laubenberg",NA,"HB 3606"
