"","leg_id","type","name","committee_id","bill_id"
"1","TXL000289","primary","Johnson, Eric",NA,"HB 245"
"2","TXL000402","primary","Price",NA,"HB 245"
"3","TXL000352","primary","Thompson, Senfronia",NA,"HB 245"
"4",NA,"primary","White",NA,"HB 245"
"5","TXL000329","primary","Phillips",NA,"HB 245"
"6","TXL000211","primary","Whitmire",NA,"HB 245"
"7","TXL000425","primary","Bell",NA,"HB 150"
"8","TXL000502","primary","Metcalf",NA,"HB 150"
"9","TXL000268","primary","Guillen",NA,"HB 150"
"10","TXL000685","primary","Shine",NA,"HB 150"
"11","TXL000497","primary","Blanco",NA,"HB 150"
"12","TXL000379","cosponsor","Frullo",NA,"HB 150"
"13","TXL000672","cosponsor","Johnson, Jarvis",NA,"HB 150"
"14","TXL000485","cosponsor","Keough",NA,"HB 150"
"15",NA,"cosponsor","Miller",NA,"HB 150"
"16","TXL000684","cosponsor","Neave",NA,"HB 150"
"17","TXL000698","cosponsor","Uresti, Tomas",NA,"HB 150"
"18","TXL000240","primary","Creighton",NA,"HB 150"
"19","TXL000692","cosponsor","Hinojosa",NA,"HB 150"
"20","TXL000210","cosponsor","West",NA,"HB 150"
"21","TXL000221","primary","Bohac",NA,"HB 590"
"22","TXL000434","primary","Fallon",NA,"HB 590"
"23","TXL000463","primary","Springer",NA,"HB 590"
"24","TXL000479","primary","Huffines",NA,"HB 590"
"25","TXL000472","primary","Wu",NA,"HB 681"
"26","TXL000352","primary","Thompson, Senfronia",NA,"HB 681"
"27","TXL000317","primary","Moody",NA,"HB 681"
"28","TXL000213","primary","Zaffirini",NA,"HB 681"
"29","TXL000479","cosponsor","Huffines",NA,"HB 681"
"30","TXL000239","primary","Craddick",NA,"HB 492"
"31","TXL000400","primary","Perry",NA,"HB 492"
"32","TXL000690","primary","Holland",NA,"HB 457"
"33","TXL000481","primary","Wray",NA,"HB 457"
"34","TXL000397","primary","Murphy",NA,"HB 457"
"35",NA,"primary","Lucio III",NA,"HB 457"
"36",NA,"primary","White",NA,"HB 457"
"37","TXL000214","cosponsor","Allen",NA,"HB 457"
"38","TXL000425","cosponsor","Bell",NA,"HB 457"
"39","TXL000497","cosponsor","Blanco",NA,"HB 457"
"40","TXL000223","cosponsor","Bonnen, Dennis",NA,"HB 457"
"41","TXL000507","cosponsor","Burns",NA,"HB 457"
"42","TXL000691","cosponsor","Dean",NA,"HB 457"
"43","TXL000264","cosponsor","Geren",NA,"HB 457"
"44","TXL000268","cosponsor","Guillen",NA,"HB 457"
"45","TXL000689","cosponsor","Hefner",NA,"HB 457"
"46","TXL000692","cosponsor","Hinojosa, Gina",NA,"HB 457"
"47","TXL000289","cosponsor","Johnson, Eric",NA,"HB 457"
"48","TXL000485","cosponsor","Keough",NA,"HB 457"
"49","TXL000681","cosponsor","Lambert",NA,"HB 457"
"50","TXL000675","cosponsor","Lang",NA,"HB 457"
"51","TXL000519","cosponsor","Minjarez",NA,"HB 457"
"52","TXL000317","cosponsor","Moody",NA,"HB 457"
"53","TXL000687","cosponsor","Oliverson",NA,"HB 457"
"54","TXL000325","cosponsor","Parker",NA,"HB 457"
"55","TXL000496","cosponsor","Phelan",NA,"HB 457"
"56","TXL000402","cosponsor","Price",NA,"HB 457"
"57","TXL000334","cosponsor","Raymond",NA,"HB 457"
"58","TXL000685","cosponsor","Shine",NA,"HB 457"
"59","TXL000462","cosponsor","Simmons",NA,"HB 457"
"60","TXL000463","cosponsor","Springer",NA,"HB 457"
"61","TXL000464","cosponsor","Stephenson",NA,"HB 457"
"62","TXL000699","cosponsor","Thierry",NA,"HB 457"
"63","TXL000352","cosponsor","Thompson, Senfronia",NA,"HB 457"
"64","TXL000698","cosponsor","Uresti, Tomas",NA,"HB 457"
"65","TXL000470","cosponsor","Villalba",NA,"HB 457"
"66","TXL000190","primary","Estes",NA,"HB 457"
"67",NA,"primary","White",NA,"HB 553"
"68","TXL000458","primary","Rose",NA,"HB 553"
"69","TXL000672","primary","Johnson, Jarvis",NA,"HB 553"
"70","TXL000677","primary","Biedermann",NA,"HB 553"
"71","TXL000395","primary","Miles",NA,"HB 553"
"72","TXL000473","cosponsor","Garcia",NA,"HB 553"
"73",NA,"primary","White",NA,"HCR 27"
"74","TXL000200","primary","Nichols",NA,"HCR 27"
"75",NA,"primary","Lucio III",NA,"HB 162"
"76","TXL000312","primary","Menéndez",NA,"HB 162"
"77",NA,"primary","Martinez, ""Mando""",NA,"HB 441"
"78","TXL000717","primary","Lucio",NA,"HB 441"
"79","TXL000268","primary","Guillen",NA,"HB 61"
"80","TXL000519","cosponsor","Minjarez",NA,"HB 61"
"81","TXL000698","primary","Uresti",NA,"HB 61"
"82","TXL000463","primary","Springer",NA,"HB 210"
"83","TXL000350","primary","Taylor, Van",NA,"HB 210"
"84","TXL000389","primary","Larson",NA,"HB 298"
"85","TXL000370","cosponsor","Anderson, Rodney",NA,"HB 298"
"86","TXL000500","cosponsor","Burrows",NA,"HB 298"
"87","TXL000434","cosponsor","Fallon",NA,"HB 298"
"88","TXL000493","cosponsor","Rinaldi",NA,"HB 298"
"89","TXL000419","primary","Campbell",NA,"HB 298"
"90","TXL000370","primary","Anderson, Rodney",NA,"HB 490"
"91","TXL000378","primary","Davis, Sarah",NA,"HB 490"
"92","TXL000283","primary","Howard",NA,"HB 490"
"93","TXL000687","primary","Oliverson",NA,"HB 490"
"94","TXL000517","primary","Bernal",NA,"HB 490"
"95","TXL000218","cosponsor","Anderson, Charles ""Doc""",NA,"HB 490"
"96","TXL000425","cosponsor","Bell",NA,"HB 490"
"97","TXL000429","cosponsor","Capriglione",NA,"HB 490"
"98","TXL000242","cosponsor","Darby",NA,"HB 490"
"99","TXL000506","cosponsor","Faircloth",NA,"HB 490"
"100","TXL000386","cosponsor","Isaac",NA,"HB 490"
"101","TXL000475","cosponsor","Israel",NA,"HB 490"
"102","TXL000672","cosponsor","Johnson, Jarvis",NA,"HB 490"
"103","TXL000485","cosponsor","Keough",NA,"HB 490"
"104","TXL000502","cosponsor","Metcalf",NA,"HB 490"
"105",NA,"cosponsor","Miller",NA,"HB 490"
"106","TXL000519","cosponsor","Minjarez",NA,"HB 490"
"107",NA,"cosponsor","Muñoz, Jr.",NA,"HB 490"
"108","TXL000415","cosponsor","Raney",NA,"HB 490"
"109","TXL000688","cosponsor","Roberts",NA,"HB 490"
"110","TXL000694","cosponsor","Swanson",NA,"HB 490"
"111","TXL000466","cosponsor","Thompson, Ed",NA,"HB 490"
"112",NA,"cosponsor","White",NA,"HB 490"
"113","TXL000297","primary","Kolkhorst",NA,"HB 490"
"114","TXL000473","cosponsor","Garcia",NA,"HB 490"
"115","TXL000692","cosponsor","Hinojosa",NA,"HB 490"
"116","TXL000717","cosponsor","Lucio",NA,"HB 490"
"117","TXL000277","primary","Hernandez",NA,"HB 240"
"118","TXL000196","primary","Huffman",NA,"HB 240"
"119","TXL000472","primary","Wu",NA,"HB 678"
"120","TXL000395","primary","Miles",NA,"HB 678"
"121","TXL000442","primary","King, Ken",NA,"HB 435"
"122","TXL000693","primary","Bailes",NA,"HB 435"
"123","TXL000463","primary","Springer",NA,"HB 435"
"124","TXL000260","primary","Flynn",NA,"HB 435"
"125","TXL000223","primary","Bonnen, Dennis",NA,"HB 435"
"126","TXL000507","cosponsor","Burns",NA,"HB 435"
"127","TXL000490","cosponsor","Landgraf",NA,"HB 435"
"128","TXL000480","cosponsor","Murr",NA,"HB 435"
"129","TXL000673","cosponsor","Schubert",NA,"HB 435"
"130","TXL000400","primary","Perry",NA,"HB 435"
"131","TXL000325","primary","Parker",NA,"HB 755"
"132","TXL000199","primary","Nelson",NA,"HB 755"
"133","TXL000687","primary","Oliverson",NA,"HB 377"
"134","TXL000676","primary","Cortez",NA,"HB 377"
"135",NA,"primary","Miller",NA,"HB 377"
"136","TXL000260","primary","Flynn",NA,"HB 377"
"137","TXL000683","primary","Arévalo",NA,"HB 377"
"138","TXL000696","cosponsor","Cain",NA,"HB 377"
"139","TXL000506","cosponsor","Faircloth",NA,"HB 377"
"140","TXL000434","cosponsor","Fallon",NA,"HB 377"
"141","TXL000689","cosponsor","Hefner",NA,"HB 377"
"142","TXL000485","cosponsor","Keough",NA,"HB 377"
"143","TXL000681","cosponsor","Lambert",NA,"HB 377"
"144","TXL000446","cosponsor","Longoria",NA,"HB 377"
"145","TXL000688","cosponsor","Roberts",NA,"HB 377"
"146","TXL000685","cosponsor","Shine",NA,"HB 377"
"147","TXL000680","cosponsor","Stucky",NA,"HB 377"
"148","TXL000698","cosponsor","Uresti, Tomas",NA,"HB 377"
"149","TXL000678","cosponsor","Wilson",NA,"HB 377"
"150","TXL000412","cosponsor","Zedler",NA,"HB 377"
"151","TXL000419","primary","Campbell",NA,"HB 377"
"152","TXL000510","primary","Schofield",NA,"HB 523"
"153","TXL000434","primary","Fallon",NA,"HB 523"
"154","TXL000698","primary","Uresti, Tomas",NA,"HB 523"
"155","TXL000493","primary","Rinaldi",NA,"HB 523"
"156","TXL000485","cosponsor","Keough",NA,"HB 523"
"157","TXL000694","cosponsor","Swanson",NA,"HB 523"
"158","TXL000297","primary","Kolkhorst",NA,"HB 523"
"159","TXL000433","primary","Dale",NA,"HB 462"
"160","TXL000213","primary","Zaffirini",NA,"HB 462"
"161","TXL000425","primary","Bell",NA,"HB 297"
"162","TXL000434","primary","Fallon",NA,"HB 297"
"163","TXL000264","primary","Geren",NA,"HB 297"
"164","TXL000491","primary","Koop",NA,"HB 297"
"165","TXL000223","cosponsor","Bonnen, Dennis",NA,"HB 297"
"166",NA,"cosponsor","Miller",NA,"HB 297"
"167","TXL000466","cosponsor","Thompson, Ed",NA,"HB 297"
"168","TXL000210","primary","West",NA,"HB 297"
"169","TXL000277","primary","Hernandez",NA,"HB 249"
"170","TXL000436","primary","Frank",NA,"HB 249"
"171","TXL000506","primary","Faircloth",NA,"HB 249"
"172","TXL000497","primary","Blanco",NA,"HB 249"
"173","TXL000350","primary","Taylor, Van",NA,"HB 249"
"174","TXL000500","primary","Burrows",NA,"HB 338"
"175","TXL000400","primary","Perry",NA,"HB 338"
"176","TXL000472","primary","Wu",NA,"HB 683"
"177","TXL000329","primary","Phillips",NA,"HB 683"
"178","TXL000278","primary","Herrero",NA,"HB 683"
"179","TXL000295","primary","King, Phil",NA,"HB 683"
"180","TXL000692","primary","Hinojosa, Gina",NA,"HB 683"
"181","TXL000497","cosponsor","Blanco",NA,"HB 683"
"182","TXL000312","primary","Menéndez",NA,"HB 683"
"183","TXL000431","primary","Collier",NA,"HB 557"
"184","TXL000519","primary","Minjarez",NA,"HB 557"
"185","TXL000352","primary","Thompson, Senfronia",NA,"HB 557"
"186","TXL000458","primary","Rose",NA,"HB 557"
"187","TXL000487","primary","Burton",NA,"HB 557"
"188","TXL000395","cosponsor","Miles",NA,"HB 557"
"189","TXL000428","primary","Canales",NA,"HB 214"
"190","TXL000487","primary","Burton",NA,"HB 214"
"191","TXL000504","primary","Meyer",NA,"HB 332"
"192","TXL000370","cosponsor","Anderson, Rodney",NA,"HB 332"
"193","TXL000434","cosponsor","Fallon",NA,"HB 332"
"194","TXL000475","cosponsor","Israel",NA,"HB 332"
"195","TXL000190","primary","Estes",NA,"HB 332"
"196","TXL000517","primary","Bernal",NA,"HB 658"
"197","TXL000457","primary","Rodriguez, Justin",NA,"HB 658"
"198","TXL000676","primary","Cortez",NA,"HB 658"
"199","TXL000698","primary","Uresti, Tomas",NA,"HB 658"
"200","TXL000519","primary","Minjarez",NA,"HB 658"
"201","TXL000285","primary","Hughes",NA,"HB 658"
"202","TXL000482","cosponsor","Bettencourt",NA,"HB 658"
"203","TXL000717","cosponsor","Lucio",NA,"HB 658"
"204","TXL000312","cosponsor","Menéndez",NA,"HB 658"
"205","TXL000283","primary","Howard",NA,"HB 281"
"206","TXL000268","primary","Guillen",NA,"HB 281"
"207","TXL000428","primary","Canales",NA,"HB 281"
"208","TXL000216","primary","Alvarado",NA,"HB 281"
"209","TXL000465","primary","Stickland",NA,"HB 281"
"210","TXL000497","cosponsor","Blanco",NA,"HB 281"
"211","TXL000439","cosponsor","Guerra",NA,"HB 281"
"212","TXL000519","cosponsor","Minjarez",NA,"HB 281"
"213","TXL000684","cosponsor","Neave",NA,"HB 281"
"214","TXL000338","cosponsor","Rodriguez, Eddie",NA,"HB 281"
"215","TXL000196","primary","Huffman",NA,"HB 281"
"216","TXL000473","cosponsor","Garcia",NA,"HB 281"
"217","TXL000395","cosponsor","Miles",NA,"HB 281"
"218","TXL000463","primary","Springer",NA,"HB 284"
"219","TXL000705","primary","Buckingham",NA,"HB 284"
"220","TXL000428","primary","Canales",NA,"HB 351"
"221",NA,"primary","White",NA,"HB 351"
"222","TXL000431","primary","Collier",NA,"HB 351"
"223","TXL000445","primary","Leach",NA,"HB 351"
"224","TXL000480","primary","Murr",NA,"HB 351"
"225","TXL000517","cosponsor","Bernal",NA,"HB 351"
"226","TXL000411","cosponsor","Workman",NA,"HB 351"
"227","TXL000692","primary","Hinojosa",NA,"HB 351"
"228","TXL000213","cosponsor","Zaffirini",NA,"HB 351"
"229","TXL000431","primary","Collier",NA,"HB 337"
"230","TXL000218","primary","Anderson, Charles ""Doc""",NA,"HB 337"
"231","TXL000235","primary","Coleman",NA,"HB 337"
"232","TXL000446","primary","Longoria",NA,"HB 337"
"233","TXL000496","primary","Phelan",NA,"HB 337"
"234","TXL000312","primary","Menéndez",NA,"HB 337"
"235","TXL000414","cosponsor","Rodríguez",NA,"HB 337"
"236","TXL000385","primary","Huberty",NA,"HB 357"
"237","TXL000517","primary","Bernal",NA,"HB 357"
"238",NA,"primary","Lucio III",NA,"HB 357"
"239","TXL000268","primary","Guillen",NA,"HB 357"
"240","TXL000519","cosponsor","Minjarez",NA,"HB 357"
"241","TXL000457","cosponsor","Rodriguez, Justin",NA,"HB 357"
"242","TXL000196","primary","Huffman",NA,"HB 357"
"243","TXL000473","cosponsor","Garcia",NA,"HB 357"
"244","TXL000717","cosponsor","Lucio",NA,"HB 357"
"245","TXL000312","cosponsor","Menéndez",NA,"HB 357"
"246","TXL000317","primary","Moody",NA,"HB 451"
"247","TXL000352","primary","Thompson, Senfronia",NA,"HB 451"
"248","TXL000433","primary","Dale",NA,"HB 451"
"249","TXL000295","primary","King, Phil",NA,"HB 451"
"250","TXL000470","primary","Villalba",NA,"HB 451"
"251","TXL000497","cosponsor","Blanco",NA,"HB 451"
"252","TXL000519","cosponsor","Minjarez",NA,"HB 451"
"253","TXL000240","primary","Creighton",NA,"HB 451"
"254","TXL000289","primary","Johnson, Eric",NA,"HB 471"
"255","TXL000271","primary","Hancock",NA,"HB 471"
"256","TXL000414","cosponsor","Rodríguez",NA,"HB 471"
"257","TXL000464","primary","Stephenson",NA,"HB 572"
"258","TXL000438","primary","González, Mary",NA,"HB 572"
"259","TXL000297","primary","Kolkhorst",NA,"HB 572"
"260","TXL000690","primary","Holland",NA,"HCR 42"
"261","TXL000299","primary","Laubenberg",NA,"HCR 42"
"262","TXL000228","primary","Button",NA,"HCR 42"
"263","TXL000373","primary","Burkett",NA,"HCR 42"
"264","TXL000352","primary","Thompson, Senfronia",NA,"HCR 42"
"265","TXL000503","primary","Hall",NA,"HCR 42"
"266","TXL000424","primary","Ashby",NA,"HB 776"
"267","TXL000705","primary","Buckingham",NA,"HB 776"
"268","TXL000419","cosponsor","Campbell",NA,"HB 776"
"269","TXL000504","primary","Meyer",NA,"HB 789"
"270","TXL000479","primary","Huffines",NA,"HB 789"
"271","TXL000428","primary","Canales",NA,"HB 822"
"272","TXL000443","primary","Klick",NA,"HB 822"
"273","TXL000264","primary","Geren",NA,"HB 822"
"274","TXL000317","primary","Moody",NA,"HB 822"
"275","TXL000445","primary","Leach",NA,"HB 822"
"276","TXL000283","cosponsor","Howard",NA,"HB 822"
"277",NA,"cosponsor","Lucio III",NA,"HB 822"
"278",NA,"cosponsor","Martinez, ""Mando""",NA,"HB 822"
"279","TXL000519","cosponsor","Minjarez",NA,"HB 822"
"280","TXL000684","cosponsor","Neave",NA,"HB 822"
"281","TXL000682","cosponsor","Ortega",NA,"HB 822"
"282","TXL000338","cosponsor","Rodriguez, Eddie",NA,"HB 822"
"283","TXL000699","cosponsor","Thierry",NA,"HB 822"
"284","TXL000692","primary","Hinojosa",NA,"HB 822"
"285","TXL000473","cosponsor","Garcia",NA,"HB 822"
"286","TXL000325","primary","Parker",NA,"HB 834"
"287","TXL000364","primary","Birdwell",NA,"HB 834"
"288","TXL000415","primary","Raney",NA,"HB 846"
"289","TXL000685","primary","Shine",NA,"HB 846"
"290",NA,"primary","Miller",NA,"HB 846"
"291","TXL000688","primary","Roberts",NA,"HB 846"
"292","TXL000268","primary","Guillen",NA,"HB 846"
"293","TXL000497","cosponsor","Blanco",NA,"HB 846"
"294","TXL000697","cosponsor","Cosper",NA,"HB 846"
"295","TXL000312","primary","Menéndez",NA,"HB 846"
"296","TXL000497","primary","Blanco",NA,"HB 865"
"297","TXL000519","primary","Minjarez",NA,"HB 865"
"298","TXL000414","primary","Rodríguez",NA,"HB 865"
"299","TXL000424","primary","Ashby",NA,"HB 897"
"300","TXL000415","primary","Raney",NA,"HB 897"
"301","TXL000442","primary","King, Ken",NA,"HB 897"
"302","TXL000221","cosponsor","Bohac",NA,"HB 897"
"303","TXL000507","cosponsor","Burns",NA,"HB 897"
"304","TXL000463","cosponsor","Springer",NA,"HB 897"
"305","TXL000405","primary","Schwertner",NA,"HB 897"
"306","TXL000470","primary","Villalba",NA,"HB 867"
"307","TXL000260","cosponsor","Flynn",NA,"HB 867"
"308","TXL000350","primary","Taylor, Van",NA,"HB 867"
"309","TXL000482","cosponsor","Bettencourt",NA,"HB 867"
"310","TXL000441","primary","Kacal",NA,"HB 919"
"311","TXL000685","primary","Shine",NA,"HB 919"
"312","TXL000442","primary","King, Ken",NA,"HB 919"
"313","TXL000697","cosponsor","Cosper",NA,"HB 919"
"314",NA,"cosponsor","White",NA,"HB 919"
"315","TXL000405","primary","Schwertner",NA,"HB 919"
"316",NA,"primary","Miller",NA,"HB 929"
"317","TXL000350","primary","Taylor, Van",NA,"HB 929"
"318",NA,"primary","Miller",NA,"HB 931"
"319","TXL000426","primary","Bonnen, Greg",NA,"HB 931"
"320","TXL000363","primary","Zerwas",NA,"HB 931"
"321","TXL000352","primary","Thompson, Senfronia",NA,"HB 931"
"322","TXL000434","primary","Fallon",NA,"HB 931"
"323","TXL000218","cosponsor","Anderson, Charles ""Doc""",NA,"HB 931"
"324","TXL000221","cosponsor","Bohac",NA,"HB 931"
"325","TXL000507","cosponsor","Burns",NA,"HB 931"
"326","TXL000253","cosponsor","Elkins",NA,"HB 931"
"327","TXL000506","cosponsor","Faircloth",NA,"HB 931"
"328","TXL000397","cosponsor","Murphy",NA,"HB 931"
"329","TXL000325","cosponsor","Parker",NA,"HB 931"
"330","TXL000484","cosponsor","Paul",NA,"HB 931"
"331","TXL000461","cosponsor","Sheffield",NA,"HB 931"
"332","TXL000344","cosponsor","Smithee",NA,"HB 931"
"333","TXL000464","cosponsor","Stephenson",NA,"HB 931"
"334","TXL000466","cosponsor","Thompson, Ed",NA,"HB 931"
"335","TXL000412","cosponsor","Zedler",NA,"HB 931"
"336","TXL000297","primary","Kolkhorst",NA,"HB 931"
"337","TXL000352","primary","Thompson, Senfronia",NA,"HB 1036"
"338","TXL000277","primary","Hernandez",NA,"HB 1036"
"339","TXL000299","primary","Laubenberg",NA,"HB 1036"
"340","TXL000431","primary","Collier",NA,"HB 1036"
"341","TXL000461","primary","Sheffield",NA,"HB 1036"
"342","TXL000517","cosponsor","Bernal",NA,"HB 1036"
"343","TXL000497","cosponsor","Blanco",NA,"HB 1036"
"344","TXL000684","cosponsor","Neave",NA,"HB 1036"
"345","TXL000338","cosponsor","Rodriguez, Eddie",NA,"HB 1036"
"346","TXL000466","cosponsor","Thompson, Ed",NA,"HB 1036"
"347","TXL000211","primary","Whitmire",NA,"HB 1036"
"348","TXL000395","cosponsor","Miles",NA,"HB 1036"
"349","TXL000494","primary","VanDeaver",NA,"HB 967"
"350","TXL000285","primary","Hughes",NA,"HB 967"
"351","TXL000216","primary","Alvarado",NA,"HB 913"
"352","TXL000295","primary","King, Phil",NA,"HB 913"
"353","TXL000491","primary","Koop",NA,"HB 913"
"354","TXL000317","primary","Moody",NA,"HB 913"
"355","TXL000496","primary","Phelan",NA,"HB 913"
"356","TXL000349","primary","Taylor, Larry",NA,"HB 913"
"357","TXL000457","primary","Rodriguez, Justin",NA,"HB 961"
"358","TXL000203","primary","Seliger",NA,"HB 961"
"359","TXL000676","primary","Cortez",NA,"HB 970"
"360","TXL000439","primary","Guerra",NA,"HB 970"
"361","TXL000696","cosponsor","Cain",NA,"HB 970"
"362","TXL000698","primary","Uresti",NA,"HB 970"
"363","TXL000683","primary","Arévalo",NA,"HB 1081"
"364","TXL000214","primary","Allen",NA,"HB 1081"
"365","TXL000249","primary","Dutton",NA,"HB 1081"
"366","TXL000517","primary","Bernal",NA,"HB 1081"
"367","TXL000686","primary","Gervin-Hawkins",NA,"HB 1081"
"368","TXL000208","primary","Watson",NA,"HB 1081"
"369","TXL000473","cosponsor","Garcia",NA,"HB 1081"
"370",NA,"primary","Romero, Jr.",NA,"HB 912"
"371","TXL000463","primary","Springer",NA,"HB 912"
"372","TXL000379","primary","Frullo",NA,"HB 912"
"373","TXL000350","primary","Taylor, Van",NA,"HB 912"
"374","TXL000481","primary","Wray",NA,"HB 995"
"375","TXL000268","primary","Guillen",NA,"HB 995"
"376","TXL000414","primary","Rodríguez",NA,"HB 995"
"377","TXL000352","primary","Thompson, Senfronia",NA,"HB 1066"
"378","TXL000482","primary","Bettencourt",NA,"HB 1066"
"379","TXL000404","primary","Reynolds",NA,"HB 1170"
"380","TXL000363","primary","Zerwas",NA,"HB 1170"
"381",NA,"primary","Miller",NA,"HB 1170"
"382","TXL000464","primary","Stephenson",NA,"HB 1170"
"383","TXL000395","primary","Miles",NA,"HB 1170"
"384","TXL000268","primary","Guillen",NA,"HB 1162"
"385","TXL000213","primary","Zaffirini",NA,"HB 1162"
"386","TXL000352","primary","Thompson, Senfronia",NA,"HB 1111"
"387","TXL000414","primary","Rodríguez",NA,"HB 1111"
"388","TXL000464","primary","Stephenson",NA,"HB 1166"
"389","TXL000404","primary","Reynolds",NA,"HB 1166"
"390","TXL000363","primary","Zerwas",NA,"HB 1166"
"391",NA,"primary","Miller",NA,"HB 1166"
"392","TXL000297","primary","Kolkhorst",NA,"HB 1166"
"393","TXL000510","primary","Schofield",NA,"HB 1151"
"394","TXL000482","primary","Bettencourt",NA,"HB 1151"
"395","TXL000695","primary","Gooden",NA,"HB 1207"
"396","TXL000503","primary","Hall",NA,"HB 1207"
"397","TXL000695","primary","Gooden",NA,"HB 1208"
"398","TXL000503","primary","Hall",NA,"HB 1208"
"399","TXL000481","primary","Wray",NA,"HB 1254"
"400","TXL000364","primary","Birdwell",NA,"HB 1254"
"401","TXL000218","primary","Anderson, Charles ""Doc""",NA,"HCR 49"
"402","TXL000285","primary","Hughes",NA,"HCR 49"
"403","TXL000331","primary","Pickett",NA,"HB 1247"
"404","TXL000200","primary","Nichols",NA,"HB 1247"
"405","TXL000441","primary","Kacal",NA,"HB 1256"
"406","TXL000271","primary","Hancock",NA,"HB 1256"
"407","TXL000494","primary","VanDeaver",NA,"HB 1238"
"408","TXL000285","primary","Hughes",NA,"HB 1238"
"409",NA,"primary","Martinez, ""Mando""",NA,"HB 1234"
"410","TXL000268","primary","Guillen",NA,"HB 1234"
"411","TXL000692","primary","Hinojosa",NA,"HB 1234"
"412","TXL000249","primary","Dutton",NA,"HB 1278"
"413","TXL000395","primary","Miles",NA,"HB 1278"
"414","TXL000379","primary","Frullo",NA,"HB 1296"
"415","TXL000687","primary","Oliverson",NA,"HB 1296"
"416","TXL000389","primary","Larson",NA,"HB 1296"
"417","TXL000363","primary","Zerwas",NA,"HB 1296"
"418","TXL000370","cosponsor","Anderson, Rodney",NA,"HB 1296"
"419","TXL000439","cosponsor","Guerra",NA,"HB 1296"
"420","TXL000415","cosponsor","Raney",NA,"HB 1296"
"421","TXL000461","cosponsor","Sheffield",NA,"HB 1296"
"422","TXL000705","primary","Buckingham",NA,"HB 1296"
"423","TXL000352","primary","Thompson, Senfronia",NA,"HB 1284"
"424","TXL000473","primary","Garcia",NA,"HB 1284"
"425","TXL000496","primary","Phelan",NA,"HB 1260"
"426","TXL000240","primary","Creighton",NA,"HB 1260"
"427","TXL000297","cosponsor","Kolkhorst",NA,"HB 1260"
"428","TXL000688","primary","Roberts",NA,"HB 1290"
"429","TXL000228","primary","Button",NA,"HB 1290"
"430","TXL000325","primary","Parker",NA,"HB 1290"
"431","TXL000441","primary","Kacal",NA,"HB 1290"
"432","TXL000693","cosponsor","Bailes",NA,"HB 1290"
"433","TXL000677","cosponsor","Biedermann",NA,"HB 1290"
"434","TXL000696","cosponsor","Cain",NA,"HB 1290"
"435","TXL000429","cosponsor","Capriglione",NA,"HB 1290"
"436","TXL000433","cosponsor","Dale",NA,"HB 1290"
"437","TXL000691","cosponsor","Dean",NA,"HB 1290"
"438","TXL000253","cosponsor","Elkins",NA,"HB 1290"
"439","TXL000434","cosponsor","Fallon",NA,"HB 1290"
"440","TXL000689","cosponsor","Hefner",NA,"HB 1290"
"441","TXL000386","cosponsor","Isaac",NA,"HB 1290"
"442","TXL000485","cosponsor","Keough",NA,"HB 1290"
"443","TXL000681","cosponsor","Lambert",NA,"HB 1290"
"444","TXL000490","cosponsor","Landgraf",NA,"HB 1290"
"445","TXL000502","cosponsor","Metcalf",NA,"HB 1290"
"446","TXL000484","cosponsor","Paul",NA,"HB 1290"
"447","TXL000493","cosponsor","Rinaldi",NA,"HB 1290"
"448","TXL000462","cosponsor","Simmons",NA,"HB 1290"
"449","TXL000694","cosponsor","Swanson",NA,"HB 1290"
"450","TXL000466","cosponsor","Thompson, Ed",NA,"HB 1290"
"451","TXL000411","cosponsor","Workman",NA,"HB 1290"
"452","TXL000412","cosponsor","Zedler",NA,"HB 1290"
"453","TXL000297","primary","Kolkhorst",NA,"HB 1290"
"454","TXL000482","cosponsor","Bettencourt",NA,"HB 1290"
"455","TXL000240","cosponsor","Creighton",NA,"HB 1290"
"456","TXL000350","cosponsor","Taylor, Van",NA,"HB 1290"
"457","TXL000373","primary","Burkett",NA,"HB 1264"
"458","TXL000228","primary","Button",NA,"HB 1264"
"459","TXL000479","primary","Huffines",NA,"HB 1264"
"460","TXL000264","primary","Geren",NA,"HB 1266"
"461","TXL000199","primary","Nelson",NA,"HB 1266"
"462","TXL000442","primary","King, Ken",NA,"HB 1317"
"463","TXL000203","primary","Seliger",NA,"HB 1317"
"464","TXL000325","primary","Parker",NA,"HB 1342"
"465","TXL000223","cosponsor","Bonnen, Dennis",NA,"HB 1342"
"466","TXL000519","cosponsor","Minjarez",NA,"HB 1342"
"467","TXL000462","cosponsor","Simmons",NA,"HB 1342"
"468","TXL000285","primary","Hughes",NA,"HB 1342"
"469","TXL000693","primary","Bailes",NA,"HCR 59"
"470","TXL000386","primary","Isaac",NA,"HCR 59"
"471",NA,"primary","Lucio III",NA,"HCR 59"
"472","TXL000381","primary","Gonzales, Larry",NA,"HCR 59"
"473","TXL000484","cosponsor","Paul",NA,"HCR 59"
"474","TXL000673","cosponsor","Schubert",NA,"HCR 59"
"475","TXL000680","cosponsor","Stucky",NA,"HCR 59"
"476","TXL000466","cosponsor","Thompson, Ed",NA,"HCR 59"
"477","TXL000240","primary","Creighton",NA,"HCR 59"
"478","TXL000214","primary","Allen",NA,"HB 1426"
"479",NA,"primary","White",NA,"HB 1426"
"480","TXL000487","primary","Burton",NA,"HB 1426"
"481","TXL000479","cosponsor","Huffines",NA,"HB 1426"
