"","bill_id","pct_repub","num_sponsors","signed","effective","filed_wo_signature","is_law"
"3276","HB 4108",1,1,0,0,0,0
"3277","HB 4109",1,1,0,0,0,0
"3278","HB 411",0,1,0,0,0,0
"3279","HB 4110",0,1,0,0,0,0
"3280","HB 4111",0,1,0,0,0,0
"3281","HB 4112",0,1,0,0,0,0
"3282","HB 4113",0,1,0,0,0,0
"3283","HB 4114",0,3,0,0,0,0
"3284","HB 4115",0,1,0,0,0,0
"3285","HB 4116",1,1,0,0,0,0
"3286","HB 4117",0.333333333333333,3,0,0,0,0
"3287","HB 4118",1,2,0,0,0,0
"3288","HB 4119",1,1,0,0,0,0
"3289","HB 412",1,1,0,0,0,0
"3290","HB 4120",0,1,0,0,0,0
"3291","HB 4122",0.333333333333333,3,0,0,0,0
"3292","HB 4123",1,1,0,0,0,0
"3293","HB 4124",0,1,0,0,0,0
"3294","HB 4125",0,1,0,0,0,0
"3295","HB 4126",0,1,0,0,0,0
"3296","HB 4127",0,1,0,0,0,0
"3297","HB 4128",0,1,0,0,0,0
"3298","HB 4129",0,1,0,0,0,0
"3299","HB 413",0,1,0,0,0,0
"3300","HB 4130",1,1,0,0,0,0
"3301","HB 4131",1,1,0,0,0,0
"3302","HB 4132",1,1,0,0,0,0
"3303","HB 4133",1,1,0,0,0,0
"3304","HB 4134",1,1,0,0,0,0
"3305","HB 4135",0,1,0,0,0,0
"3306","HB 4136",0,1,0,0,0,0
"3307","HB 4137",1,1,0,0,0,0
"3308","HB 4138",1,1,0,0,0,0
"3309","HB 4139",1,1,0,0,0,0
"3310","HB 414",0,1,0,0,0,0
"3311","HB 4140",1,1,0,0,0,0
"3312","HB 4141",1,1,0,0,0,0
"3313","HB 4142",0,1,0,0,0,0
"3314","HB 4143",0,1,0,0,0,0
"3315","HB 4144",1,1,0,0,0,0
"3316","HB 4145",0,1,0,0,0,0
"3317","HB 4146",1,1,0,0,0,0
"3318","HB 4147",1,2,0,0,0,0
"3319","HB 4148",1,1,0,0,0,0
"3320","HB 4149",1,1,0,0,0,0
"3321","HB 415",0,6,0,0,0,0
"3322","HB 4150",1,1,0,0,0,0
"3323","HB 4151",1,1,0,0,0,0
"3324","HB 4152",0,1,0,0,0,0
"3325","HB 4153",1,1,0,0,0,0
"3326","HB 4154",1,1,0,0,0,0
"3327","HB 4155",0,1,0,0,0,0
"3328","HB 4156",1,2,1,1,1,1
"3329","HB 4157",0,1,0,0,0,0
"3330","HB 4158",0,1,0,0,0,0
"3331","HB 4159",0,1,0,0,0,0
"3332","HB 416",0,1,0,0,0,0
"3333","HB 4160",0,1,0,0,0,0
"3334","HB 4161",0,1,0,0,0,0
"3335","HB 4162",1,1,0,0,0,0
"3336","HB 4163",1,1,0,0,0,0
"3337","HB 4164",1,1,0,0,0,0
"3338","HB 4165",0,1,0,0,0,0
"3339","HB 4166",1,1,0,0,0,0
"3340","HB 4169",1,1,0,0,0,0
"3341","HB 4170",1,2,0,0,0,0
"3342","HB 4171",0.5,2,0,0,0,0
"3343","HB 4172",0,1,0,0,0,0
"3344","HB 4173",0,1,0,0,0,0
"3345","HB 4174",1,1,0,0,0,0
"3346","HB 4175",1,1,0,0,0,0
"3347","HB 4176",1,1,0,0,0,0
"3348","HB 4177",1,1,0,0,0,0
"3349","HB 4178",1,1,0,0,0,0
"3350","HB 4179",0,1,0,0,0,0
"3351","HB 418",0,1,0,0,0,0
"3352","HB 4180",0.5,2,0,0,0,0
"3353","HB 4181",0.333333333333333,3,0,0,0,0
"3354","HB 4182",1,1,0,0,0,0
"3355","HB 4183",1,1,0,0,0,0
"3356","HB 4184",0,1,0,0,0,0
"3357","HB 4185",1,1,0,0,0,0
"3358","HB 4186",0,1,0,0,0,0
"3359","HB 4187",1,3,0,0,0,0
"3360","HB 4188",0,1,0,0,0,0
"3361","HB 4189",0,1,0,0,0,0
"3362","HB 4190",0,1,0,0,0,0
"3363","HB 4191",1,1,0,0,0,0
"3364","HB 4192",0,1,0,0,0,0
"3365","HB 4193",1,1,0,0,0,0
"3366","HB 4194",1,1,0,0,0,0
"3367","HB 4195",0,2,0,0,0,0
"3368","HB 4196",0,1,0,0,0,0
"3369","HB 4197",1,1,0,0,0,0
"3370","HB 4198",1,1,0,0,0,0
"3371","HB 4199",0,1,0,0,0,0
"3372","HB 4200",0,1,0,0,0,0
"3373","HB 4201",0.5,2,0,0,0,0
"3374","HB 4202",1,1,0,0,0,0
"3375","HB 4203",1,1,0,0,0,0
"3376","HB 4204",0,1,0,0,0,0
"3377","HB 4205",1,1,0,0,0,0
"3378","HB 4206",1,1,0,0,0,0
"3379","HB 4207",1,1,0,0,0,0
"3380","HB 4208",1,1,0,0,0,0
"3381","HB 4209",1,1,0,0,0,0
"3382","HB 421",1,47,0,0,0,0
"3383","HB 4210",0,1,0,0,0,0
"3384","HB 4211",0,1,0,0,0,0
"3385","HB 4212",0,1,0,0,0,0
"3386","HB 4213",1,1,0,0,0,0
"3387","HB 4214",0,1,0,0,0,0
"3388","HB 4215",1,1,0,0,0,0
"3389","HB 4216",0,1,0,0,0,0
"3390","HB 4217",0,1,0,0,0,0
"3391","HB 4218",0,1,0,0,0,0
"3392","HB 4219",0,1,0,0,0,0
"3393","HB 422",1,1,0,0,0,0
"3394","HB 4220",0,1,0,0,0,0
"3395","HB 4221",1,1,0,0,0,0
"3396","HB 4222",0.5,2,0,0,0,0
"3397","HB 4223",0,1,0,0,0,0
"3398","HB 4224",0,1,0,0,0,0
"3399","HB 4225",1,1,0,0,0,0
"3400","HB 4226",0,1,0,0,0,0
"3401","HB 4229",0,1,0,0,0,0
"3402","HB 423",1,2,0,0,0,0
"3403","HB 4230",0,1,0,0,0,0
"3404","HB 4231",1,5,0,0,0,0
"3405","HB 4232",0,1,0,0,0,0
"3406","HB 4233",1,1,0,0,0,0
"3407","HB 4234",0,1,0,0,0,0
"3408","HB 4235",1,1,0,0,0,0
"3409","HB 4236",0.333333333333333,3,0,0,0,0
"3410","HB 4237",0.285714285714286,7,0,0,0,0
"3411","HB 4238",1,1,0,0,0,0
"3412","HB 4239",1,1,0,0,0,0
"3413","HB 424",0.9,10,0,0,0,0
"3414","HB 4241",0,1,0,0,0,0
"3415","HB 4242",1,1,0,0,0,0
"3416","HB 4243",0,1,0,0,0,0
"3417","HB 4244",1,1,0,0,0,0
"3418","HB 4245",0,1,0,0,0,0
"3419","HB 4246",0,2,0,0,0,0
"3420","HB 4247",0,1,0,0,0,0
"3421","HB 4248",0,1,0,0,0,0
"3422","HB 4249",0,1,0,0,0,0
"3423","HB 425",1,1,0,0,0,0
"3424","HB 4250",1,1,0,0,0,0
"3425","HB 4251",0,1,0,0,0,0
"3426","HB 4252",0,1,0,0,0,0
"3427","HB 4253",1,1,0,0,0,0
"3428","HB 4254",0,1,0,0,0,0
"3429","HB 4255",1,1,0,0,0,0
"3430","HB 4256",0,1,0,0,0,0
"3431","HB 4257",0,1,0,0,0,0
"3432","HB 4258",0,1,0,0,0,0
"3433","HB 4259",0,1,0,0,0,0
"3434","HB 426",0,1,0,0,0,0
"3435","HB 4260",0,1,0,0,0,0
"3436","HB 4261",1,1,0,0,0,0
"3437","HB 4262",0,1,0,0,0,0
"3438","HB 4263",0,1,0,0,0,0
"3439","HB 4264",1,1,0,0,0,0
"3440","HB 4265",1,1,0,0,0,0
"3441","HB 4266",0,1,0,0,0,0
"3442","HB 4267",1,1,0,0,0,0
"3443","HB 4268",1,2,0,0,0,0
"3444","HB 4269",1,1,0,0,0,0
"3445","HB 427",1,2,0,0,0,0
"3446","HB 4270",1,2,0,0,0,0
"3447","HB 4271",0,2,0,0,0,0
"3448","HB 4272",1,2,0,0,0,0
"3449","HB 4273",1,1,0,0,0,0
"3450","HB 4274",1,1,0,0,0,0
"3451","HB 4275",0.5,2,0,0,0,0
"3452","HB 4276",0.5,2,0,0,0,0
"3453","HB 4277",1,2,0,0,0,0
"3454","HB 4278",1,1,0,0,0,0
"3455","HB 4279",0,2,0,0,0,0
"3456","HB 428",1,29,0,0,0,0
"3457","HB 4280",1,3,0,0,0,0
"3458","HB 4281",1,4,0,0,0,0
"3459","HB 4282",1,1,0,0,0,0
"3460","HB 4283",1,2,0,0,0,0
"3461","HB 4284",1,2,0,0,0,0
"3462","HB 4285",1,2,0,0,0,0
"3463","HB 4286",1,1,0,0,0,0
"3464","HB 4287",1,2,0,0,0,0
"3465","HB 4288",1,1,0,0,0,0
"3466","HB 4289",1,2,0,0,0,0
"3467","HB 429",1,5,0,0,0,0
"3468","HB 4290",0,2,0,0,0,0
"3469","HB 4291",1,2,0,0,0,0
"3470","HB 4292",1,2,0,0,0,0
"3471","HB 4293",1,1,0,0,0,0
"3472","HB 4294",1,2,0,0,0,0
"3473","HB 4295",0,1,0,0,0,0
"3474","HB 4296",0,1,0,0,0,0
"3475","HB 4297",1,1,0,0,0,0
"3476","HB 4298",1,2,0,0,0,0
"3477","HB 4299",1,1,0,0,0,0
"3478","HB 43",0.6,5,0,0,0,0
"3479","HB 430",0,2,0,0,0,0
"3480","HB 4300",0.571428571428571,7,1,1,1,1
"3481","HB 4301",1,2,0,0,0,0
"3482","HB 4302",1,1,0,0,0,0
"3483","HB 4303",1,2,0,0,0,0
"3484","HB 4304",1,1,0,0,0,0
"3485","HB 4305",1,1,0,0,0,0
"3486","HB 4306",1,1,0,0,0,0
"3487","HB 4307",1,1,0,0,0,0
"3488","HB 4308",1,1,0,0,0,0
"3489","HB 4309",1,2,0,0,0,0
"3490","HB 431",1,3,1,1,1,1
"3491","HB 4310",0.5,2,0,0,0,0
"3492","HB 4311",0.5,2,0,0,0,0
"3493","HB 4312",0.5,2,0,0,0,0
"3494","HB 4313",0.5,2,0,0,0,0
"3495","HB 4314",0.5,2,0,0,0,0
"3496","HB 4315",0.5,2,0,0,0,0
"3497","HB 4316",1,1,0,0,0,0
"3498","HB 4317",1,1,0,0,0,0
"3499","HB 4318",1,1,0,0,0,0
"3500","HB 4319",1,1,0,0,0,0
"3501","HB 432",1,2,0,0,0,0
"3502","HB 4320",1,2,0,0,0,0
"3503","HB 4321",1,2,0,0,0,0
"3504","HB 4322",0,1,0,0,0,0
"3505","HB 4323",1,1,0,0,0,0
"3506","HB 4324",1,2,0,0,0,0
"3507","HB 4325",1,2,0,0,0,0
"3508","HB 4326",1,1,0,0,0,0
"3509","HB 4327",1,1,0,0,0,0
"3510","HB 4328",1,1,0,0,0,0
"3511","HB 4329",1,2,0,0,0,0
"3512","HB 433",1,2,0,0,0,0
"3513","HB 4330",1,2,0,0,0,0
"3514","HB 4331",1,2,0,0,0,0
"3515","HB 4332",1,1,0,0,0,0
"3516","HB 4333",1,2,0,0,0,0
"3517","HB 4334",1,2,0,0,0,0
"3518","HB 4335",0,2,0,0,0,0
"3519","HB 4336",1,1,0,0,0,0
"3520","HB 4337",1,1,0,0,0,0
"3521","HB 4338",0,1,0,0,0,0
"3522","HB 4339",1,1,0,0,0,0
"3523","HB 434",1,55,0,0,0,0
"3524","HB 4340",1,2,0,0,0,0
"3525","HB 4341",1,2,0,0,0,0
"3526","HB 4342",0,1,0,0,0,0
"3527","HB 4343",1,1,0,0,0,0
"3528","HB 4344",1,1,0,0,0,0
"3529","HB 4345",0,2,0,0,0,0
"3530","HB 4346",1,1,0,0,0,0
"3531","HB 4347",1,2,0,0,0,0
"3532","HB 4348",0,1,0,0,0,0
"3533","HB 4349",0.333333333333333,6,0,0,0,0
"3534","HB 435",1,10,0,0,0,0
"3535","HB 436",1,2,0,0,0,0
"3536","HB 437",0,1,0,0,0,0
"3537","HB 438",0,1,0,0,0,0
"3538","HB 439",0,1,0,0,0,0
"3539","HB 44",1,7,0,0,0,0
"3540","HB 441",0,1,0,0,0,0
"3541","HB 442",1,1,0,0,0,0
"3542","HB 443",0,2,0,0,0,0
"3543","HB 444",1,1,0,0,0,0
"3544","HB 445",0.75,4,0,0,0,0
"3545","HB 446",0.75,4,0,0,0,0
"3546","HB 447",1,2,0,0,0,0
"3547","HB 448",0.5,2,1,1,1,1
"3548","HB 449",0,1,0,0,0,0
"3549","HB 45",0.966666666666667,30,0,0,0,0
"3550","HB 450",0.888888888888889,9,0,0,0,0
"3551","HB 451",0.5,8,0,0,0,0
"3552","HB 452",0,1,0,0,0,0
"3553","HB 453",0.857142857142857,7,0,0,0,0
"3554","HB 454",1,1,0,0,0,0
"3555","HB 455",1,5,1,1,1,1
"3556","HB 456",1,3,0,0,0,0
"3557","HB 457",0.666666666666667,33,0,0,0,0
"3558","HB 458",1,1,0,0,0,0
"3559","HB 459",1,1,0,0,0,0
"3560","HB 460",1,1,0,0,0,0
"3561","HB 461",1,3,0,0,0,0
"3562","HB 462",0.5,2,0,0,0,0
"3563","HB 463",0.5,2,0,0,0,0
"3564","HB 464",0,1,0,0,0,0
"3565","HB 465",0,2,0,0,0,0
"3566","HB 466",0,1,0,0,0,0
"3567","HB 467",0.75,4,0,0,0,0
"3568","HB 468",0,1,0,0,0,0
"3569","HB 469",0,1,0,0,0,0
"3570","HB 47",0,2,0,0,0,0
"3571","HB 470",0,1,0,0,0,0
"3572","HB 471",0.333333333333333,3,0,0,0,0
"3573","HB 472",1,4,0,0,0,0
"3574","HB 473",0.333333333333333,3,0,0,0,0
"3575","HB 474",1,4,0,0,0,0
"3576","HB 475",0,1,0,0,0,0
"3577","HB 476",0,1,0,0,0,0
"3578","HB 477",0,1,0,0,0,0
"3579","HB 478",0.444444444444444,9,0,0,0,0
"3580","HB 479",1,2,0,0,0,0
"3581","HB 480",1,1,0,0,0,0
"3582","HB 481",1,1,0,0,0,0
"3583","HB 482",0,1,0,0,0,0
"3584","HB 483",0,1,0,0,0,0
"3585","HB 484",1,1,0,0,0,0
"3586","HB 485",0.5,2,0,0,0,0
"3587","HB 486",0.666666666666667,3,0,0,0,0
"3588","HB 487",0,1,0,0,0,0
"3589","HB 488",0,1,0,0,0,0
"3590","HB 489",0,1,0,0,0,0
"3591","HB 49",0,1,0,0,0,0
"3592","HB 490",0.666666666666667,24,0,0,0,0
"3593","HB 491",1,3,0,0,0,0
"3594","HB 492",1,2,0,0,0,0
"3595","HB 493",0.666666666666667,6,1,1,1,1
"3596","HB 494",0,1,0,0,0,0
"3597","HB 495",1,1,0,0,0,0
"3598","HB 496",0,2,0,0,0,0
"3599","HB 497",0.941176470588235,17,0,0,0,0
"3600","HB 498",1,1,0,0,0,0
"3601","HB 499",0,1,0,0,0,0
"3602","HB 5",0.866666666666667,45,1,1,1,1
"3603","HB 50",0.333333333333333,3,0,0,0,0
"3604","HB 500",0.791666666666667,48,0,0,0,0
"3605","HB 501",0.8,5,0,0,0,0
"3606","HB 502",1,1,0,0,0,0
"3607","HB 503",1,2,0,0,0,0
"3608","HB 504",1,1,0,0,0,0
"3609","HB 505",0.75,4,0,0,0,0
"3610","HB 506",1,10,0,0,0,0
"3611","HB 507",0,1,0,0,0,0
"3612","HB 508",1,1,0,0,0,0
"3613","HB 509",0.45,20,0,0,0,0
"3614","HB 51",0.333333333333333,3,0,0,0,0
"3615","HB 510",1,8,0,0,0,0
"3616","HB 511",1,1,0,0,0,0
"3617","HB 512",1,1,0,0,0,0
"3618","HB 513",0.75,4,0,0,0,0
"3619","HB 514",1,3,0,0,0,0
"3620","HB 515",0.695652173913043,23,0,0,0,0
"3621","HB 516",0,2,0,0,0,0
"3622","HB 517",0,1,0,0,0,0
"3623","HB 518",0.615384615384615,26,0,0,0,0
"3624","HB 519",0.111111111111111,9,0,0,0,0
"3625","HB 52",1,5,0,0,0,0
"3626","HB 521",1,3,0,0,0,0
"3627","HB 522",1,43,0,0,0,0
"3628","HB 523",0.857142857142857,7,0,0,0,0
"3629","HB 524",0.5,4,0,0,0,0
"3630","HB 525",0.4,5,0,0,0,0
"3631","HB 526",1,1,0,0,0,0
"3632","HB 527",1,1,0,0,0,0
"3633","HB 528",1,1,0,0,0,0
"3634","HB 529",1,3,0,0,0,0
"3635","HB 53",1,2,0,0,0,0
"3636","HB 530",1,1,0,0,0,0
"3637","HB 531",1,3,0,0,0,0
"3638","HB 532",1,1,0,0,0,0
"3639","HB 533",1,1,0,0,0,0
"3640","HB 534",1,1,0,0,0,0
"3641","HB 535",0,1,0,0,0,0
"3642","HB 536",0.5,2,0,0,0,0
"3643","HB 537",1,1,0,0,0,0
"3644","HB 538",1,2,0,0,0,0
"3645","HB 539",0.666666666666667,12,0,0,0,0
"3646","HB 54",0,1,0,0,0,0
"3647","HB 540",1,2,0,0,0,0
"3648","HB 541",1,3,0,0,0,0
"3649","HB 542",1,2,0,0,0,0
"3650","HB 543",1,33,0,0,0,0
"3651","HB 544",0.8,5,1,1,1,1
"3652","HB 545",0.8,10,0,0,0,0
"3653","HB 546",0,1,0,0,0,0
"3654","HB 547",0.333333333333333,6,0,0,0,0
"3655","HB 548",0,1,0,0,0,0
"3656","HB 549",1,1,0,0,0,0
"3657","HB 55",0,1,0,0,0,0
"3658","HB 550",0.666666666666667,3,0,0,0,0
"3659","HB 551",0,1,0,0,0,0
"3660","HB 553",0.2,5,0,0,0,0
"3661","HB 554",0,1,0,0,0,0
"3662","HB 555",0.833333333333333,6,0,0,0,0
"3663","HB 556",1,2,0,0,0,0
"3664","HB 557",0.166666666666667,6,0,0,0,0
"3665","HB 558",0,1,0,0,0,0
"3666","HB 559",0.5,2,0,0,0,0
"3667","HB 56",0.923076923076923,13,0,0,0,0
"3668","HB 560",1,2,0,0,0,0
"3669","HB 561",1,2,1,1,1,1
"3670","HB 562",0,1,0,0,0,0
"3671","HB 563",0.555555555555556,9,0,0,0,0
"3672","HB 564",0,1,0,0,0,0
"3673","HB 565",1,5,0,0,0,0
"3674","HB 566",1,1,0,0,0,0
"3675","HB 567",0.285714285714286,7,0,0,0,0
"3676","HB 568",0,1,0,0,0,0
"3677","HB 569",0,1,0,0,0,0
"3678","HB 57",0.8,10,0,0,0,0
"3679","HB 570",0.514285714285714,35,0,0,0,0
"3680","HB 571",0,1,0,0,0,0
"3681","HB 572",0.666666666666667,3,0,0,0,0
"3682","HB 573",0,2,0,0,0,0
"3683","HB 574",0,4,0,0,0,0
"3684","HB 575",0,1,0,0,0,0
"3685","HB 576",0,2,0,0,0,0
"3686","HB 577",1,74,0,0,0,0
"3687","HB 578",0.5,2,0,0,0,0
"3688","HB 580",1,1,0,0,0,0
"3689","HB 581",1,1,0,0,0,0
"3690","HB 582",1,2,0,0,0,0
"3691","HB 583",0,1,0,0,0,0
"3692","HB 584",0,1,0,0,0,0
"3693","HB 585",0,1,0,0,0,0
"3694","HB 586",1,3,0,0,0,0
"3695","HB 587",1,3,0,0,0,0
"3696","HB 588",0.666666666666667,3,0,0,0,0
"3697","HB 589",1,1,0,0,0,0
"3698","HB 59",0.25,4,0,0,0,0
"3699","HB 590",1,4,0,0,0,0
"3700","HB 591",0.666666666666667,3,0,0,0,0
"3701","HB 592",0.5,2,0,0,0,0
"3702","HB 593",1,2,0,0,0,0
"3703","HB 594",0.5,2,1,1,1,1
"3704","HB 595",1,3,0,0,0,0
"3705","HB 596",0,2,0,0,0,0
"3706","HB 597",0,1,0,0,0,0
"3707","HB 598",1,1,0,0,0,0
"3708","HB 599",1,2,0,0,0,0
"3709","HB 6",0.904761904761905,21,0,0,0,0
"3710","HB 601",0,1,0,0,0,0
"3711","HB 602",1,1,0,0,0,0
"3712","HB 603",0,2,0,0,0,0
"3713","HB 604",0,1,0,0,0,0
"3714","HB 605",1,1,0,0,0,0
"3715","HB 606",1,3,0,0,0,0
"3716","HB 607",0,2,0,0,0,0
"3717","HB 608",0,1,0,0,0,0
"3718","HB 609",0,1,0,0,0,0
"3719","HB 61",0,3,0,0,0,0
"3720","HB 610",1,1,0,0,0,0
"3721","HB 611",1,7,0,0,0,0
"3722","HB 612",1,7,0,0,0,0
"3723","HB 613",1,1,0,0,0,0
"3724","HB 614",1,1,0,0,0,0
"3725","HB 615",1,1,0,0,0,0
"3726","HB 616",0.5,2,0,0,0,0
"3727","HB 617",1,2,0,0,0,0
"3728","HB 618",1,1,0,0,0,0
"3729","HB 619",1,1,0,0,0,0
"3730","HB 62",0.48780487804878,41,0,0,0,0
"3731","HB 620",1,1,0,0,0,0
"3732","HB 621",1,1,0,0,0,0
"3733","HB 622",1,1,0,0,0,0
"3734","HB 623",1,1,0,0,0,0
"3735","HB 624",0.333333333333333,3,0,0,0,0
"3736","HB 625",0,1,0,0,0,0
"3737","HB 626",1,3,1,1,1,1
"3738","HB 627",0,1,0,0,0,0
"3739","HB 628",0,1,0,0,0,0
"3740","HB 629",0.333333333333333,3,0,0,0,0
"3741","HB 63",1,2,0,0,0,0
"3742","HB 630",0,2,1,1,1,1
"3743","HB 631",0,1,0,0,0,0
"3744","HB 632",1,1,0,0,0,0
"3745","HB 633",0,1,0,0,0,0
"3746","HB 634",0,2,0,0,0,0
"3747","HB 635",0.6,5,1,1,1,1
"3748","HB 636",0,1,0,0,0,0
"3749","HB 637",0,1,0,0,0,0
"3750","HB 638",1,1,0,0,0,0
"3751","HB 639",0.8,5,1,1,1,1
"3752","HB 64",0,1,0,0,0,0
"3753","HB 640",1,1,0,0,0,0
"3754","HB 641",1,2,1,1,1,1
"3755","HB 642",1,1,0,0,0,0
"3756","HB 643",1,1,0,0,0,0
"3757","HB 644",1,1,0,0,0,0
"3758","HB 646",0,1,0,0,0,0
"3759","HB 647",0,1,0,0,0,0
"3760","HB 648",1,6,0,0,0,0
"3761","HB 649",0,1,0,0,0,0
"3762","HB 65",1,22,0,0,0,0
"3763","HB 651",0.5,2,1,1,1,1
"3764","HB 652",1,3,0,0,0,0
"3765","HB 653",1,1,0,0,0,0
"3766","HB 654",1,2,0,0,0,0
"3767","HB 655",0.25,4,1,1,1,1
"3768","HB 656",0,5,0,0,0,0
"3769","HB 657",0.25,4,1,1,1,1
"3770","HB 658",0.111111111111111,9,0,0,0,0
"3771","HB 659",1,1,0,0,0,0
"3772","HB 66",0.142857142857143,7,1,1,1,1
"3773","HB 660",0.75,4,0,0,0,0
"3774","HB 661",0.75,8,0,0,0,0
"3775","HB 662",0,1,0,0,0,0
"3776","HB 663",0,1,0,0,0,0
"3777","HB 664",0,1,0,0,0,0
"3778","HB 665",0,1,0,0,0,0
"3779","HB 666",0,1,0,0,0,0
"3780","HB 667",0,1,0,0,0,0
"3781","HB 668",0,1,0,0,0,0
"3782","HB 669",0,4,0,0,0,0
"3783","HB 67",0.8,5,0,0,0,0
"3784","HB 670",0,4,0,0,0,0
"3785","HB 671",0,2,0,0,0,0
"3786","HB 672",0,1,0,0,0,0
"3787","HB 673",0,1,0,0,0,0
"3788","HB 674",0.142857142857143,14,0,0,0,0
"3789","HB 675",1,1,0,0,0,0
"3790","HB 676",0,7,0,0,0,0
"3791","HB 677",0,1,0,0,0,0
"3792","HB 678",0,2,0,0,0,0
"3793","HB 679",0,6,0,0,0,0
"3794","HB 68",1,1,0,0,0,0
"3795","HB 680",0,1,0,0,0,0
"3796","HB 681",0.2,5,0,0,0,0
"3797","HB 682",0,1,0,0,0,0
"3798","HB 683",0.285714285714286,7,0,0,0,0
"3799","HB 684",0,1,0,0,0,0
"3800","HB 685",0,1,0,0,0,0
"3801","HB 686",0,1,0,0,0,0
"3802","HB 687",0,1,0,0,0,0
"3803","HB 688",0,1,0,0,0,0
"3804","HB 689",0,1,0,0,0,0
"3805","HB 69",0,1,0,0,0,0
"3806","HB 690",0,1,0,0,0,0
"3807","HB 691",0,1,0,0,0,0
"3808","HB 692",0,1,0,0,0,0
"3809","HB 693",0,1,0,0,0,0
"3810","HB 694",0,1,0,0,0,0
"3811","HB 695",0,1,0,0,0,0
"3812","HB 696",0,1,0,0,0,0
"3813","HB 697",0,1,0,0,0,0
"3814","HB 698",0,1,0,0,0,0
"3815","HB 699",0,1,0,0,0,0
"3816","HB 7",0.56140350877193,114,1,1,1,1
"3817","HB 70",0,2,0,0,0,0
"3818","HB 701",0,1,0,0,0,0
"3819","HB 702",0,1,0,0,0,0
"3820","HB 703",0,1,0,0,0,0
"3821","HB 704",0.5,2,0,0,0,0
"3822","HB 705",0,1,0,0,0,0
"3823","HB 706",0,1,0,0,0,0
"3824","HB 707",0,1,0,0,0,0
"3825","HB 708",0,1,0,0,0,0
"3826","HB 709",0,1,0,0,0,0
"3827","HB 710",0,2,0,0,0,0
"3828","HB 711",0,1,0,0,0,0
"3829","HB 712",0,3,0,0,0,0
"3830","HB 713",0.5,6,0,0,0,0
"3831","HB 714",0.333333333333333,6,0,0,0,0
"3832","HB 715",0.25,4,0,0,0,0
"3833","HB 716",0,1,0,0,0,0
"3834","HB 717",0,1,0,0,0,0
"3835","HB 718",0,1,0,0,0,0
"3836","HB 719",0,1,0,0,0,0
"3837","HB 72",1,1,0,0,0,0
"3838","HB 720",1,1,0,0,0,0
"3839","HB 721",0,1,0,0,0,0
"3840","HB 722",0,2,0,0,0,0
"3841","HB 723",0,1,0,0,0,0
"3842","HB 724",0.333333333333333,3,0,0,0,0
"3843","HB 725",1,1,0,0,0,0
"3844","HB 726",1,1,0,0,0,0
"3845","HB 727",0.6,5,0,0,0,0
"3846","HB 728",0.4,10,1,1,1,1
"3847","HB 729",1,1,0,0,0,0
"3848","HB 73",0,4,0,0,0,0
"3849","HB 730",1,1,0,0,0,0
"3850","HB 731",1,1,0,0,0,0
"3851","HB 732",1,1,0,0,0,0
"3852","HB 733",1,1,0,0,0,0
"3853","HB 734",1,3,0,0,0,0
"3854","HB 735",1,1,0,0,0,0
"3855","HB 736",1,1,0,0,0,0
"3856","HB 737",1,1,0,0,0,0
"3857","HB 738",1,2,0,0,0,0
"3858","HB 739",1,1,0,0,0,0
"3859","HB 74",1,1,0,0,0,0
"3860","HB 740",1,1,0,0,0,0
"3861","HB 741",0,1,0,0,0,0
"3862","HB 742",0,3,0,0,0,0
"3863","HB 743",0,4,0,0,0,0
"3864","HB 744",0,2,0,0,0,0
"3865","HB 745",0,1,0,0,0,0
"3866","HB 746",0,1,0,0,0,0
"3867","HB 747",0,1,0,0,0,0
"3868","HB 748",0,1,0,0,0,0
"3869","HB 749",0,1,0,0,0,0
"3870","HB 75",1,1,0,0,0,0
"3871","HB 750",0,2,0,0,0,0
"3872","HB 751",0,1,0,0,0,0
"3873","HB 752",1,4,0,0,0,0
"3874","HB 753",1,2,0,0,0,0
"3875","HB 754",1,1,0,0,0,0
"3876","HB 755",1,2,0,0,0,0
"3877","HB 756",0.5,2,0,0,0,0
"3878","HB 757",1,1,0,0,0,0
"3879","HB 758",1,8,0,0,0,0
"3880","HB 759",1,1,0,0,0,0
"3881","HB 760",1,1,0,0,0,0
"3882","HB 761",0,2,0,0,0,0
"3883","HB 762",1,1,0,0,0,0
"3884","HB 763",1,1,0,0,0,0
"3885","HB 764",1,1,0,0,0,0
"3886","HB 765",1,1,0,0,0,0
"3887","HB 766",1,1,0,0,0,0
"3888","HB 767",1,1,0,0,0,0
"3889","HB 768",0,1,0,0,0,0
"3890","HB 769",0,2,0,0,0,0
"3891","HB 77",1,1,0,0,0,0
"3892","HB 770",0,2,0,0,0,0
"3893","HB 771",1,4,0,0,0,0
"3894","HB 772",1,1,0,0,0,0
"3895","HB 773",0,2,0,0,0,0
"3896","HB 774",0,1,0,0,0,0
"3897","HB 775",1,1,0,0,0,0
"3898","HB 776",1,3,0,0,0,0
"3899","HB 777",0.8,10,1,1,1,1
"3900","HB 778",1,1,0,0,0,0
"3901","HB 779",1,1,0,0,0,0
"3902","HB 78",0.5,2,0,0,0,0
"3903","HB 780",1,1,0,0,0,0
"3904","HB 781",1,2,0,0,0,0
"3905","HB 782",1,1,0,0,0,0
"3906","HB 783",1,1,0,0,0,0
"3907","HB 784",1,1,0,0,0,0
"3908","HB 785",0.928571428571429,28,0,0,0,0
