"","bill_id","pct_repub","num_sponsors","signed","effective","filed_wo_signature","is_law"
"1617","HB 2528",0,1,0,0,0,0
"1618","HB 2529",0.714285714285714,7,0,0,0,0
"1619","HB 253",0,1,0,0,0,0
"1620","HB 2530",1,1,0,0,0,0
"1621","HB 2531",1,1,0,0,0,0
"1622","HB 2532",1,1,0,0,0,0
"1623","HB 2533",1,3,0,0,0,0
"1624","HB 2534",1,1,0,0,0,0
"1625","HB 2535",1,1,0,0,0,0
"1626","HB 2536",0.666666666666667,3,0,0,0,0
"1627","HB 2537",0,2,0,0,0,0
"1628","HB 2538",0,1,0,0,0,0
"1629","HB 2539",0,1,0,0,0,0
"1630","HB 254",0,1,0,0,0,0
"1631","HB 2540",1,1,0,0,0,0
"1632","HB 2542",1,2,0,0,0,0
"1633","HB 2543",0,1,0,0,0,0
"1634","HB 2544",1,1,0,0,0,0
"1635","HB 2545",1,1,0,0,0,0
"1636","HB 2546",1,2,0,0,0,0
"1637","HB 2547",0,1,0,0,0,0
"1638","HB 2548",1,2,0,0,0,0
"1639","HB 2549",0,1,0,0,0,0
"1640","HB 255",0,1,0,0,0,0
"1641","HB 2550",1,1,0,0,0,0
"1642","HB 2551",1,1,0,0,0,0
"1643","HB 2552",0.2,5,0,0,0,0
"1644","HB 2553",1,1,0,0,0,0
"1645","HB 2554",1,1,0,0,0,0
"1646","HB 2555",0.666666666666667,3,0,0,0,0
"1647","HB 2556",1,4,0,0,0,0
"1648","HB 2557",0.666666666666667,3,0,0,0,0
"1649","HB 2558",1,1,0,0,0,0
"1650","HB 2559",0.5,2,0,0,0,0
"1651","HB 256",0.5,4,1,1,1,1
"1652","HB 2560",0,2,0,0,0,0
"1653","HB 2561",0.5,2,0,0,0,0
"1654","HB 2562",1,2,0,0,0,0
"1655","HB 2563",1,1,0,0,0,0
"1656","HB 2564",1,1,0,0,0,0
"1657","HB 2565",1,2,0,0,0,0
"1658","HB 2566",1,2,0,0,0,0
"1659","HB 2567",1,2,0,0,0,0
"1660","HB 2568",0,1,0,0,0,0
"1661","HB 2569",0,1,0,0,0,0
"1662","HB 257",0.222222222222222,9,1,1,1,1
"1663","HB 2570",1,3,0,0,0,0
"1664","HB 2571",0.577981651376147,109,0,0,0,0
"1665","HB 2572",0.5,2,0,0,0,0
"1666","HB 2573",1,1,0,0,0,0
"1667","HB 2574",1,1,0,0,0,0
"1668","HB 2575",1,4,0,0,0,0
"1669","HB 2576",0,1,0,0,0,0
"1670","HB 2577",0,1,0,0,0,0
"1671","HB 2578",0,2,0,0,0,0
"1672","HB 2579",0.666666666666667,3,1,1,1,1
"1673","HB 258",0,1,0,0,0,0
"1674","HB 2580",0.666666666666667,3,1,1,1,1
"1675","HB 2581",0,1,0,0,0,0
"1676","HB 2582",1,2,1,1,1,1
"1677","HB 2583",1,1,0,0,0,0
"1678","HB 2584",0,1,0,0,0,0
"1679","HB 2585",0,1,0,0,0,0
"1680","HB 2586",0.6,5,0,0,0,0
"1681","HB 2587",0,1,0,0,0,0
"1682","HB 2588",1,2,0,0,0,0
"1683","HB 2589",1,5,0,0,0,0
"1684","HB 259",0,1,0,0,0,0
"1685","HB 2590",0,2,0,0,0,0
"1686","HB 2591",0,2,0,0,0,0
"1687","HB 2592",0,1,0,0,0,0
"1688","HB 2593",0,1,0,0,0,0
"1689","HB 2594",1,1,0,0,0,0
"1690","HB 2596",1,1,0,0,0,0
"1691","HB 2597",0,1,0,0,0,0
"1692","HB 2598",1,1,0,0,0,0
"1693","HB 2599",0,3,0,0,0,0
"1694","HB 26",0.75,4,0,0,0,0
"1695","HB 260",0,1,0,0,0,0
"1696","HB 2600",0,1,0,0,0,0
"1697","HB 2601",0,1,0,0,0,0
"1698","HB 2602",0,1,0,0,0,0
"1699","HB 2603",0,1,0,0,0,0
"1700","HB 2604",0,1,0,0,0,0
"1701","HB 2606",1,1,0,0,0,0
"1702","HB 2607",1,1,0,0,0,0
"1703","HB 2608",1,1,0,0,0,0
"1704","HB 261",0,1,0,0,0,0
"1705","HB 2610",0,2,0,0,0,0
"1706","HB 2611",1,2,0,0,0,0
"1707","HB 2612",1,3,0,0,0,0
"1708","HB 2613",0,1,0,0,0,0
"1709","HB 2614",1,2,0,0,0,0
"1710","HB 2615",1,4,0,0,0,0
"1711","HB 2616",0,6,0,0,0,0
"1712","HB 2617",0,1,0,0,0,0
"1713","HB 2618",0.666666666666667,3,0,0,0,0
"1714","HB 2619",0.166666666666667,6,0,0,0,0
"1715","HB 262",0,2,0,0,0,0
"1716","HB 2621",1,1,0,0,0,0
"1717","HB 2622",0,1,0,0,0,0
"1718","HB 2623",0,3,0,0,0,0
"1719","HB 2624",1,1,0,0,0,0
"1720","HB 2625",1,1,0,0,0,0
"1721","HB 2627",1,1,0,0,0,0
"1722","HB 2628",0,1,0,0,0,0
"1723","HB 2629",0,2,0,0,0,0
"1724","HB 263",0.666666666666667,3,1,1,1,1
"1725","HB 2631",0,1,0,0,0,0
"1726","HB 2632",0,1,0,0,0,0
"1727","HB 2633",0,1,0,0,0,0
"1728","HB 2634",0,1,0,0,0,0
"1729","HB 2635",0,1,0,0,0,0
"1730","HB 2636",0,1,0,0,0,0
"1731","HB 2637",1,3,0,0,0,0
"1732","HB 2638",1,1,0,0,0,0
"1733","HB 2639",0.529411764705882,17,0,0,0,0
"1734","HB 264",0,2,0,0,0,0
"1735","HB 2640",0.25,4,0,0,0,0
"1736","HB 2641",1,1,0,0,0,0
"1737","HB 2642",1,1,0,0,0,0
"1738","HB 2643",1,1,0,0,0,0
"1739","HB 2644",1,1,0,0,0,0
"1740","HB 2645",0,1,0,0,0,0
"1741","HB 2646",0,2,0,0,0,0
"1742","HB 2647",1,2,0,0,0,0
"1743","HB 2648",1,1,0,0,0,0
"1744","HB 2649",0.666666666666667,3,0,0,0,0
"1745","HB 265",0.666666666666667,3,0,0,0,0
"1746","HB 2650",1,1,0,0,0,0
"1747","HB 2651",1,1,0,0,0,0
"1748","HB 2652",1,3,0,0,0,0
"1749","HB 2653",1,2,0,0,0,0
"1750","HB 2654",0.833333333333333,6,0,0,0,0
"1751","HB 2655",0,1,0,0,0,0
"1752","HB 2656",0,1,0,0,0,0
"1753","HB 2657",0,1,0,0,0,0
"1754","HB 2658",0,1,0,0,0,0
"1755","HB 2659",1,9,0,0,0,0
"1756","HB 266",0,3,0,0,0,0
"1757","HB 2660",1,1,0,0,0,0
"1758","HB 2662",1,2,0,0,0,0
"1759","HB 2663",0.333333333333333,3,0,0,0,0
"1760","HB 2664",0.666666666666667,3,0,0,0,0
"1761","HB 2665",1,2,0,0,0,0
"1762","HB 2666",1,1,0,0,0,0
"1763","HB 2668",1,3,0,0,0,0
"1764","HB 2669",1,1,0,0,0,0
"1765","HB 267",0.5,2,0,0,0,0
"1766","HB 2670",1,1,0,0,0,0
"1767","HB 2671",0.708333333333333,24,0,0,0,0
"1768","HB 2672",0,1,0,0,0,0
"1769","HB 2673",0,2,0,0,0,0
"1770","HB 2674",0,1,0,0,0,0
"1771","HB 2675",0.5,2,0,0,0,0
"1772","HB 2676",0,1,0,0,0,0
"1773","HB 2677",0,1,0,0,0,0
"1774","HB 2678",0,1,0,0,0,0
"1775","HB 2679",0,1,0,0,0,0
"1776","HB 268",0.5,2,0,0,0,0
"1777","HB 2680",0,1,0,0,0,0
"1778","HB 2681",1,1,0,0,0,0
"1779","HB 2682",0,1,0,0,0,0
"1780","HB 2683",0.5,4,0,0,0,0
"1781","HB 2684",0.794117647058823,34,0,0,0,0
"1782","HB 2686",0,1,0,0,0,0
"1783","HB 2687",0,2,0,0,0,0
"1784","HB 2688",0.5,2,0,0,0,0
"1785","HB 2689",1,1,0,0,0,0
"1786","HB 269",0.333333333333333,3,0,0,0,0
"1787","HB 2690",0.666666666666667,3,0,0,0,0
"1788","HB 2691",0.8,5,0,0,0,0
"1789","HB 2692",1,1,0,0,0,0
"1790","HB 2693",1,1,0,0,0,0
"1791","HB 2694",1,1,0,0,0,0
"1792","HB 2696",1,1,0,0,0,0
"1793","HB 2697",0.625,8,0,0,0,0
"1794","HB 2698",0.2,10,0,0,0,0
"1795","HB 2699",0,1,0,0,0,0
"1796","HB 27",1,1,0,0,0,0
"1797","HB 270",0.666666666666667,3,0,0,0,0
"1798","HB 2700",0.5,2,0,0,0,0
"1799","HB 2701",0,1,0,0,0,0
"1800","HB 2702",0,8,0,0,0,0
"1801","HB 2703",0,1,0,0,0,0
"1802","HB 2704",1,1,0,0,0,0
"1803","HB 2705",1,3,0,0,0,0
"1804","HB 2706",0,1,0,0,0,0
"1805","HB 2708",0,1,0,0,0,0
"1806","HB 2709",1,1,0,0,0,0
"1807","HB 271",0.636363636363636,22,1,1,1,1
"1808","HB 2710",1,1,0,0,0,0
"1809","HB 2712",0,1,0,0,0,0
"1810","HB 2713",0,1,0,0,0,0
"1811","HB 2714",1,1,0,0,0,0
"1812","HB 2715",1,1,0,0,0,0
"1813","HB 2716",0,1,0,0,0,0
"1814","HB 2717",0,1,0,0,0,0
"1815","HB 2718",0,1,0,0,0,0
"1816","HB 272",0,1,0,0,0,0
"1817","HB 2720",0.857142857142857,7,0,0,0,0
"1818","HB 2722",0.5,2,0,0,0,0
"1819","HB 2723",1,1,0,0,0,0
"1820","HB 2724",0,1,0,0,0,0
"1821","HB 2725",0,2,0,0,0,0
"1822","HB 2726",0.5,2,0,0,0,0
"1823","HB 2728",1,1,0,0,0,0
"1824","HB 2729",0,1,0,0,0,0
"1825","HB 273",0.714285714285714,7,0,0,0,0
"1826","HB 2734",0,1,0,0,0,0
"1827","HB 2735",1,1,0,0,0,0
"1828","HB 2736",1,1,0,0,0,0
"1829","HB 2737",1,1,0,0,0,0
"1830","HB 2738",0.5,2,0,0,0,0
"1831","HB 2739",0,2,0,0,0,0
"1832","HB 274",1,1,0,0,0,0
"1833","HB 2740",1,1,0,0,0,0
"1834","HB 2741",0,1,0,0,0,0
"1835","HB 2742",1,1,0,0,0,0
"1836","HB 2743",1,1,0,0,0,0
"1837","HB 2744",0,2,0,0,0,0
"1838","HB 2745",1,1,0,0,0,0
"1839","HB 2746",1,1,0,0,0,0
"1840","HB 2747",1,1,0,0,0,0
"1841","HB 2748",1,1,0,0,0,0
"1842","HB 2749",0,1,0,0,0,0
"1843","HB 275",1,1,0,0,0,0
"1844","HB 2750",0.5,6,0,0,0,0
"1845","HB 2751",0,1,0,0,0,0
"1846","HB 2752",0,1,0,0,0,0
"1847","HB 2753",0,1,0,0,0,0
"1848","HB 2754",1,1,0,0,0,0
"1849","HB 2755",1,1,0,0,0,0
"1850","HB 2756",1,1,0,0,0,0
"1851","HB 2757",0.5,2,0,0,0,0
"1852","HB 2758",1,1,0,0,0,0
"1853","HB 2759",1,1,0,0,0,0
"1854","HB 276",1,1,0,0,0,0
"1855","HB 2760",1,3,0,0,0,0
"1856","HB 2761",0,2,0,0,0,0
"1857","HB 2762",0.5,4,0,0,0,0
"1858","HB 2763",0,1,0,0,0,0
"1859","HB 2764",0,1,0,0,0,0
"1860","HB 2765",1,2,0,0,0,0
"1861","HB 2766",0.25,12,0,0,0,0
"1862","HB 2767",0.5,2,0,0,0,0
"1863","HB 2768",1,1,0,0,0,0
"1864","HB 2769",0,1,0,0,0,0
"1865","HB 277",1,1,0,0,0,0
"1866","HB 2770",1,1,0,0,0,0
"1867","HB 2771",1,3,0,0,0,0
"1868","HB 2772",1,1,0,0,0,0
"1869","HB 2773",0,1,0,0,0,0
"1870","HB 2774",0.5,2,0,0,0,0
"1871","HB 2775",1,1,0,0,0,0
"1872","HB 2776",1,2,0,0,0,0
"1873","HB 2777",1,1,0,0,0,0
"1874","HB 2778",1,1,0,0,0,0
"1875","HB 2779",1,16,0,0,0,0
"1876","HB 278",0,2,0,0,0,0
"1877","HB 2780",0.772727272727273,22,0,0,0,0
"1878","HB 2781",0,1,0,0,0,0
"1879","HB 2782",1,2,0,0,0,0
"1880","HB 2783",0.333333333333333,3,0,0,0,0
"1881","HB 2788",1,1,1,1,1,1
"1882","HB 2789",1,1,0,0,0,0
"1883","HB 279",0.2,5,0,0,0,0
"1884","HB 2790",0.5,2,0,0,0,0
"1885","HB 2791",0,1,0,0,0,0
"1886","HB 2792",0,2,0,0,0,0
"1887","HB 2793",1,1,0,0,0,0
"1888","HB 2794",0,1,0,0,0,0
"1889","HB 2795",1,18,0,0,0,0
"1890","HB 2796",0,1,0,0,0,0
"1891","HB 2798",0.5,2,0,0,0,0
"1892","HB 2799",0,1,0,0,0,0
"1893","HB 28",0.896551724137931,29,0,0,0,0
"1894","HB 280",0.571428571428571,7,0,0,0,0
"1895","HB 2800",0,1,0,0,0,0
"1896","HB 2801",1,1,0,0,0,0
"1897","HB 2802",1,1,0,0,0,0
"1898","HB 2803",0.5,2,0,0,0,0
"1899","HB 2804",1,3,0,0,0,0
"1900","HB 2805",0.5,2,0,0,0,0
"1901","HB 2806",1,1,0,0,0,0
"1902","HB 2807",1,1,0,0,0,0
"1903","HB 2808",1,1,0,0,0,0
"1904","HB 2809",1,1,0,0,0,0
"1905","HB 281",0.153846153846154,13,0,0,0,0
"1906","HB 2810",1,1,0,0,0,0
"1907","HB 2811",1,1,0,0,0,0
"1908","HB 2812",1,2,0,0,0,0
"1909","HB 2813",1,1,0,0,0,0
"1910","HB 2814",1,1,0,0,0,0
"1911","HB 2815",0.574468085106383,47,0,0,0,0
"1912","HB 2816",0.4,5,0,0,0,0
"1913","HB 2817",0.6,5,0,0,0,0
"1914","HB 2818",0.75,4,0,0,0,0
"1915","HB 2819",0.75,4,0,0,0,0
"1916","HB 282",0,2,0,0,0,0
"1917","HB 2820",0.5,2,0,0,0,0
"1918","HB 2821",1,1,0,0,0,0
"1919","HB 2822",1,1,0,0,0,0
"1920","HB 2823",1,2,1,1,1,1
"1921","HB 2824",0,1,0,0,0,0
"1922","HB 2825",1,2,0,0,0,0
"1923","HB 2826",0,1,0,0,0,0
"1924","HB 2827",0,1,0,0,0,0
"1925","HB 2828",0.5,2,0,0,0,0
"1926","HB 2829",0,1,0,0,0,0
"1927","HB 283",0.2,10,0,0,0,0
"1928","HB 2830",0,1,0,0,0,0
"1929","HB 2831",0,1,0,0,0,0
"1930","HB 2832",0.6,5,0,0,0,0
"1931","HB 2833",0,1,0,0,0,0
"1932","HB 2834",0,1,0,0,0,0
"1933","HB 2835",0,1,0,0,0,0
"1934","HB 2836",0,3,0,0,0,0
"1935","HB 2837",0.5,2,0,0,0,0
"1936","HB 2838",1,1,0,0,0,0
"1937","HB 2839",0,1,0,0,0,0
"1938","HB 284",1,2,0,0,0,0
"1939","HB 2840",0,1,0,0,0,0
"1940","HB 2842",1,1,0,0,0,0
"1941","HB 2843",1,1,0,0,0,0
"1942","HB 2844",1,1,0,0,0,0
"1943","HB 2845",0.75,4,0,0,0,0
"1944","HB 2847",1,1,0,0,0,0
"1945","HB 2848",1,3,0,0,0,0
"1946","HB 2849",1,4,0,0,0,0
"1947","HB 285",0,1,0,0,0,0
"1948","HB 2850",1,1,0,0,0,0
"1949","HB 2851",1,1,0,0,0,0
"1950","HB 2852",1,1,0,0,0,0
"1951","HB 2853",0,1,0,0,0,0
"1952","HB 2854",0.333333333333333,6,0,0,0,0
"1953","HB 2855",0.6,10,0,0,0,0
"1954","HB 2856",1,2,0,0,0,0
"1955","HB 2857",0,1,0,0,0,0
"1956","HB 2858",0.958333333333333,48,0,0,0,0
"1957","HB 2859",0,1,0,0,0,0
"1958","HB 286",1,8,0,0,0,0
"1959","HB 2860",0,1,0,0,0,0
"1960","HB 2861",0.5,4,0,0,0,0
"1961","HB 2862",1,1,0,0,0,0
"1962","HB 2864",0,1,0,0,0,0
"1963","HB 2865",0,1,0,0,0,0
"1964","HB 2866",0,1,0,0,0,0
"1965","HB 2868",1,1,0,0,0,0
"1966","HB 2869",0,4,0,0,0,0
"1967","HB 287",0,3,0,0,0,0
"1968","HB 2870",1,2,0,0,0,0
"1969","HB 2871",0,1,0,0,0,0
"1970","HB 2872",1,1,0,0,0,0
"1971","HB 2873",1,1,0,0,0,0
"1972","HB 2874",1,4,0,0,0,0
"1973","HB 2875",0,2,0,0,0,0
"1974","HB 2876",1,18,0,0,0,0
"1975","HB 2877",1,1,0,0,0,0
"1976","HB 2878",1,17,0,0,0,0
"1977","HB 2879",0,1,0,0,0,0
"1978","HB 288",1,2,0,0,0,0
"1979","HB 2880",0,2,0,0,0,0
"1980","HB 2881",1,2,0,0,0,0
"1981","HB 2882",1,2,0,0,0,0
"1982","HB 2883",0,1,0,0,0,0
"1983","HB 2884",0,1,0,0,0,0
"1984","HB 2885",1,1,0,0,0,0
"1985","HB 2886",1,2,0,0,0,0
"1986","HB 2887",0,3,0,0,0,0
"1987","HB 2888",0,4,0,0,0,0
"1988","HB 2889",1,1,0,0,0,0
"1989","HB 289",0.5,2,0,0,0,0
"1990","HB 2890",1,4,0,0,0,0
"1991","HB 2891",1,2,0,0,0,0
"1992","HB 2892",1,1,0,0,0,0
"1993","HB 2895",0.5,8,1,1,1,1
"1994","HB 2896",1,1,0,0,0,0
"1995","HB 2897",1,1,0,0,0,0
"1996","HB 2898",1,1,0,0,0,0
"1997","HB 2899",1,78,0,0,0,0
"1998","HB 29",0.583333333333333,24,0,0,0,0
"1999","HB 290",0,1,0,0,0,0
"2000","HB 2903",0,1,0,0,0,0
"2001","HB 2904",0,1,0,0,0,0
"2002","HB 2906",0,1,0,0,0,0
"2003","HB 2908",0.818181818181818,11,0,0,0,0
"2004","HB 2909",1,1,0,0,0,0
"2005","HB 291",0,1,0,0,0,0
"2006","HB 2910",1,1,0,0,0,0
"2007","HB 2911",0,1,0,0,0,0
"2008","HB 2912",1,2,0,0,0,0
"2009","HB 2916",1,1,0,0,0,0
"2010","HB 2917",0,1,0,0,0,0
"2011","HB 2918",0,1,0,0,0,0
"2012","HB 2919",1,1,0,0,0,0
"2013","HB 2920",0,1,0,0,0,0
"2014","HB 2921",1,1,0,0,0,0
"2015","HB 2922",0,1,0,0,0,0
"2016","HB 2923",0,1,0,0,0,0
"2017","HB 2924",1,1,0,0,0,0
"2018","HB 2925",1,1,0,0,0,0
"2019","HB 2926",0.8,5,0,0,0,0
"2020","HB 2927",1,2,1,1,1,1
"2021","HB 2928",1,2,0,0,0,0
"2022","HB 2929",0.5,2,0,0,0,0
"2023","HB 2930",0,1,0,0,0,0
"2024","HB 2931",0,2,0,0,0,0
"2025","HB 2932",0,1,0,0,0,0
"2026","HB 2933",1,3,1,1,1,1
"2027","HB 2934",0,1,0,0,0,0
"2028","HB 2935",1,1,0,0,0,0
"2029","HB 2936",0,1,0,0,0,0
"2030","HB 2937",0.166666666666667,6,0,0,0,0
"2031","HB 2938",0.5,2,0,0,0,0
"2032","HB 2939",0,1,0,0,0,0
"2033","HB 294",0.5,6,1,1,1,1
"2034","HB 2940",0,1,0,0,0,0
"2035","HB 2941",0.333333333333333,3,0,0,0,0
"2036","HB 2943",0.6,5,0,0,0,0
"2037","HB 2944",1,1,0,0,0,0
"2038","HB 2946",1,1,0,0,0,0
"2039","HB 2947",0,1,0,0,0,0
"2040","HB 2948",1,1,0,0,0,0
"2041","HB 2949",0.8,5,0,0,0,0
"2042","HB 295",0,1,0,0,0,0
"2043","HB 2950",0.4,5,0,0,0,0
"2044","HB 2951",0,1,0,0,0,0
"2045","HB 2952",0,1,0,0,0,0
"2046","HB 2953",1,2,0,0,0,0
"2047","HB 2954",0,1,0,0,0,0
"2048","HB 2955",1,1,0,0,0,0
"2049","HB 2956",1,1,0,0,0,0
"2050","HB 2957",1,1,0,0,0,0
"2051","HB 2958",0.5,2,0,0,0,0
"2052","HB 2959",1,1,0,0,0,0
"2053","HB 2960",1,4,0,0,0,0
"2054","HB 2961",1,1,0,0,0,0
"2055","HB 2962",0.985714285714286,70,0,0,0,0
"2056","HB 2963",0,2,0,0,0,0
"2057","HB 2964",1,3,1,1,1,1
"2058","HB 2965",1,1,0,0,0,0
"2059","HB 2966",0,1,0,0,0,0
"2060","HB 2967",0,1,0,0,0,0
"2061","HB 2968",1,2,1,1,1,1
"2062","HB 2969",0,1,0,0,0,0
"2063","HB 297",0.857142857142857,7,0,0,0,0
"2064","HB 2970",1,1,0,0,0,0
"2065","HB 2971",1,1,0,0,0,0
"2066","HB 2972",0,1,0,0,0,0
"2067","HB 2973",1,1,0,0,0,0
"2068","HB 2974",1,3,0,0,0,0
"2069","HB 2975",1,1,0,0,0,0
"2070","HB 2976",1,2,0,0,0,0
"2071","HB 2977",0,1,0,0,0,0
"2072","HB 2978",1,1,0,0,0,0
"2073","HB 2979",1,1,0,0,0,0
"2074","HB 298",1,6,0,0,0,0
"2075","HB 2980",1,1,0,0,0,0
"2076","HB 2981",1,1,0,0,0,0
"2077","HB 2982",1,1,0,0,0,0
"2078","HB 2983",1,1,0,0,0,0
"2079","HB 2984",1,1,0,0,0,0
"2080","HB 2985",1,2,0,0,0,0
"2081","HB 2986",1,1,0,0,0,0
"2082","HB 2987",0.5,2,0,0,0,0
"2083","HB 2988",1,1,0,0,0,0
"2084","HB 2989",1,2,1,1,1,1
"2085","HB 299",0.8,5,0,0,0,0
"2086","HB 2990",0.333333333333333,3,0,0,0,0
"2087","HB 2991",1,2,0,0,0,0
"2088","HB 2992",0,1,0,0,0,0
"2089","HB 2993",0.5,2,0,0,0,0
"2090","HB 2994",0.75,8,0,0,0,0
"2091","HB 2995",1,2,0,0,0,0
"2092","HB 2996",0.8,5,0,0,0,0
"2093","HB 2997",1,1,0,0,0,0
"2094","HB 2998",0.5,4,0,0,0,0
"2095","HB 2999",1,3,1,1,1,1
"2096","HB 300",0.975,40,0,0,0,0
"2097","HB 3000",1,1,0,0,0,0
"2098","HB 3001",1,1,0,0,0,0
"2099","HB 3002",1,5,0,0,0,0
"2100","HB 3003",1,2,0,0,0,0
"2101","HB 3004",1,1,0,0,0,0
"2102","HB 3005",1,1,0,0,0,0
"2103","HB 3006",1,3,0,0,0,0
"2104","HB 3007",1,1,0,0,0,0
"2105","HB 3008",0,1,0,0,0,0
"2106","HB 3009",1,1,0,0,0,0
"2107","HB 301",1,1,0,0,0,0
"2108","HB 3011",0.5,2,0,0,0,0
"2109","HB 3012",1,1,0,0,0,0
"2110","HB 3013",0,2,0,0,0,0
"2111","HB 3014",0,1,0,0,0,0
"2112","HB 3015",0.333333333333333,3,0,0,0,0
"2113","HB 3016",0.285714285714286,7,0,0,0,0
"2114","HB 3017",0,2,0,0,0,0
"2115","HB 3018",1,2,0,0,0,0
"2116","HB 3019",0.666666666666667,3,0,0,0,0
"2117","HB 302",1,1,0,0,0,0
"2118","HB 3020",1,1,0,0,0,0
"2119","HB 3021",0.8,5,0,0,0,0
"2120","HB 3022",0,1,0,0,0,0
"2121","HB 3023",1,1,0,0,0,0
"2122","HB 3024",0.666666666666667,3,0,0,0,0
"2123","HB 3025",0.333333333333333,3,0,0,0,0
"2124","HB 3026",0.5,4,0,0,0,0
"2125","HB 3027",1,2,0,0,0,0
"2126","HB 3028",1,1,0,0,0,0
"2127","HB 3029",0.5,2,0,0,0,0
"2128","HB 303",0.75,4,0,0,0,0
"2129","HB 3030",1,1,0,0,0,0
"2130","HB 3031",0,1,0,0,0,0
"2131","HB 3032",0,1,0,0,0,0
"2132","HB 3033",0,1,0,0,0,0
"2133","HB 3034",0,1,0,0,0,0
"2134","HB 3035",0,1,0,0,0,0
"2135","HB 3036",0.5,2,0,0,0,0
"2136","HB 3037",1,1,0,0,0,0
"2137","HB 3038",1,1,0,0,0,0
"2138","HB 3039",0,3,0,0,0,0
"2139","HB 304",0.333333333333333,9,0,0,0,0
"2140","HB 3040",0.5,4,0,0,0,0
"2141","HB 3041",0,1,0,0,0,0
"2142","HB 3042",0.733333333333333,15,0,0,0,0
"2143","HB 3043",1,1,0,0,0,0
"2144","HB 3044",1,1,0,0,0,0
"2145","HB 3045",1,2,0,0,0,0
"2146","HB 3046",1,2,0,0,0,0
"2147","HB 3047",1,2,0,0,0,0
"2148","HB 3048",0.5,4,0,0,0,0
"2149","HB 3049",0.5,2,1,1,1,1
"2150","HB 305",0.363636363636364,11,0,0,0,0
"2151","HB 3050",1,2,0,0,0,0
"2152","HB 3051",0.5,2,1,1,1,1
"2153","HB 3052",0,2,0,0,0,0
"2154","HB 3053",0,1,0,0,0,0
"2155","HB 3054",0.333333333333333,3,0,0,0,0
"2156","HB 3055",0,2,0,0,0,0
"2157","HB 3056",1,3,0,0,0,0
"2158","HB 3057",0,1,0,0,0,0
"2159","HB 3058",1,1,0,0,0,0
"2160","HB 3059",1,1,0,0,0,0
"2161","HB 306",0.392857142857143,28,0,0,0,0
"2162","HB 3060",0,1,0,0,0,0
"2163","HB 3061",0,1,0,0,0,0
"2164","HB 3062",1,1,0,0,0,0
"2165","HB 3063",1,3,0,0,0,0
"2166","HB 3064",0,1,0,0,0,0
"2167","HB 3065",0.8,5,0,0,0,0
"2168","HB 3066",0,2,0,0,0,0
"2169","HB 3067",0.5,2,0,0,0,0
"2170","HB 3068",0,2,0,0,0,0
"2171","HB 3069",0.5,2,0,0,0,0
"2172","HB 307",1,1,0,0,0,0
"2173","HB 3071",0,1,0,0,0,0
"2174","HB 3072",0,1,0,0,0,0
"2175","HB 3073",0,1,0,0,0,0
"2176","HB 3074",0,1,0,0,0,0
"2177","HB 3075",0.5,2,0,0,0,0
"2178","HB 3077",0,1,0,0,0,0
"2179","HB 3078",0.5,2,1,1,1,1
"2180","HB 3079",0,1,0,0,0,0
"2181","HB 308",1,2,0,0,0,0
"2182","HB 3080",0,3,0,0,0,0
"2183","HB 3081",0.666666666666667,3,0,0,0,0
"2184","HB 3082",1,2,0,0,0,0
"2185","HB 3083",0.285714285714286,7,0,0,0,0
"2186","HB 3084",1,1,0,0,0,0
"2187","HB 3085",1,1,0,0,0,0
"2188","HB 3086",1,1,0,0,0,0
"2189","HB 3087",1,2,0,0,0,0
"2190","HB 3088",0.25,4,0,0,0,0
"2191","HB 3089",1,1,0,0,0,0
"2192","HB 309",0,1,0,0,0,0
"2193","HB 3090",1,1,0,0,0,0
"2194","HB 3091",1,1,0,0,0,0
"2195","HB 3092",1,1,0,0,0,0
"2196","HB 3093",1,1,0,0,0,0
"2197","HB 3094",1,1,0,0,0,0
"2198","HB 3095",1,1,0,0,0,0
"2199","HB 3096",1,1,0,0,0,0
"2200","HB 3097",1,1,0,0,0,0
"2201","HB 3098",1,1,0,0,0,0
"2202","HB 3099",1,1,0,0,0,0
"2203","HB 31",1,3,0,0,0,0
"2204","HB 310",0,1,0,0,0,0
"2205","HB 3100",0,1,0,0,0,0
"2206","HB 3101",1,2,1,1,1,1
"2207","HB 3102",1,3,0,0,0,0
"2208","HB 3103",1,2,0,0,0,0
"2209","HB 3104",1,1,0,0,0,0
"2210","HB 3105",0,1,0,0,0,0
"2211","HB 3106",1,2,0,0,0,0
"2212","HB 3107",1,2,0,0,0,0
"2213","HB 3108",0,1,0,0,0,0
"2214","HB 3109",0,1,0,0,0,0
"2215","HB 311",0,1,0,0,0,0
"2216","HB 3110",0,1,0,0,0,0
"2217","HB 3111",1,1,0,0,0,0
"2218","HB 3112",0,1,0,0,0,0
"2219","HB 3114",0,1,0,0,0,0
"2220","HB 3115",1,1,0,0,0,0
"2221","HB 3116",0,1,0,0,0,0
"2222","HB 3117",0,1,0,0,0,0
"2223","HB 3118",0,1,0,0,0,0
"2224","HB 3119",0,1,0,0,0,0
"2225","HB 312",0,1,0,0,0,0
"2226","HB 3120",0,1,0,0,0,0
"2227","HB 3121",0,1,0,0,0,0
"2228","HB 3122",0,1,0,0,0,0
"2229","HB 3123",0,1,0,0,0,0
"2230","HB 3124",1,2,0,0,0,0
"2231","HB 3125",0.333333333333333,6,0,0,0,0
"2232","HB 3126",0,1,0,0,0,0
