"","bill_id","pct_repub","num_sponsors","signed"
"2325","HB 3214",0,1,0
"2326","HB 3215",1,2,1
"2327","HB 3216",1,4,0
"2328","HB 3217",1,1,0
"2329","HB 3218",1,2,1
"2330","HB 3219",1,2,0
"2331","HB 322",0.25,12,1
"2332","HB 3220",1,2,1
"2333","HB 3221",1,1,0
"2334","HB 3222",1,1,0
"2335","HB 3223",0.8,5,1
"2336","HB 3224",0,1,0
"2337","HB 3225",1,1,0
"2338","HB 3226",1,1,0
"2339","HB 3227",0,2,1
"2340","HB 3228",0,1,0
"2341","HB 3229",1,1,0
"2342","HB 323",0,1,0
"2343","HB 3230",1,1,0
"2344","HB 3231",1,1,0
"2345","HB 3232",1,2,1
"2346","HB 3233",1,1,0
"2347","HB 3234",0,1,0
"2348","HB 3235",0,1,0
"2349","HB 3236",0.75,4,0
"2350","HB 3237",0,2,1
"2351","HB 3238",0.5,2,0
"2352","HB 3239",1,7,0
"2353","HB 324",0,1,0
"2354","HB 3240",1,1,0
"2355","HB 3242",1,1,0
"2356","HB 3243",1,2,1
"2357","HB 3244",0,1,0
"2358","HB 3245",1,1,0
"2359","HB 3246",1,2,0
"2360","HB 3247",1,1,0
"2361","HB 3248",1,2,0
"2362","HB 3249",1,1,0
"2363","HB 325",0,1,0
"2364","HB 3250",1,1,0
"2365","HB 3251",1,1,0
"2366","HB 3252",0.25,4,0
"2367","HB 3253",0,1,0
"2368","HB 3254",1,2,1
"2369","HB 3255",1,1,0
"2370","HB 3256",0.2,5,0
"2371","HB 3257",1,2,1
"2372","HB 3258",1,1,0
"2373","HB 3259",1,1,0
"2374","HB 326",0.2,5,0
"2375","HB 3260",0.5,2,0
"2376","HB 3261",1,1,0
"2377","HB 3262",0,5,0
"2378","HB 3263",0,1,0
"2379","HB 3264",1,1,0
"2380","HB 3265",0,1,0
"2381","HB 3266",0,1,0
"2382","HB 3267",1,1,0
"2383","HB 3268",0,1,0
"2384","HB 3269",0,1,0
"2385","HB 327",0,1,0
"2386","HB 3270",1,3,1
"2387","HB 3271",1,1,0
"2388","HB 3272",0.5,2,1
"2389","HB 3273",1,1,0
"2390","HB 3274",1,1,0
"2391","HB 3275",1,2,1
"2392","HB 3276",0.717391304347826,46,1
"2393","HB 3277",0,1,0
"2394","HB 3278",1,1,0
"2395","HB 3279",1,1,0
"2396","HB 328",1,2,0
"2397","HB 3280",0,1,0
"2398","HB 3281",0,2,0
"2399","HB 3282",0,1,0
"2400","HB 3283",0,3,1
"2401","HB 3284",1,1,0
"2402","HB 3285",0,1,0
"2403","HB 3286",0.75,4,0
"2404","HB 3287",0.6,15,0
"2405","HB 3288",1,1,0
"2406","HB 329",0,1,0
"2407","HB 3290",1,1,0
"2408","HB 3291",1,1,0
"2409","HB 3292",0.333333333333333,6,1
"2410","HB 3293",1,4,0
"2411","HB 3294",0.666666666666667,6,0
"2412","HB 3295",1,2,1
"2413","HB 3296",1,2,1
"2414","HB 3297",1,6,0
"2415","HB 3299",0,1,0
"2416","HB 330",0,1,0
"2417","HB 3301",0,2,0
"2418","HB 3302",1,1,0
"2419","HB 3304",1,3,0
"2420","HB 3305",1,4,0
"2421","HB 3306",1,1,0
"2422","HB 3307",1,1,0
"2423","HB 3308",1,1,0
"2424","HB 3309",1,1,0
"2425","HB 331",0,1,0
"2426","HB 3310",1,1,0
"2427","HB 3311",1,1,0
"2428","HB 3312",0,1,0
"2429","HB 3313",0,1,0
"2430","HB 3314",1,1,0
"2431","HB 3315",1,1,0
"2432","HB 3316",1,1,0
"2433","HB 3317",0,1,0
"2434","HB 3318",1,1,0
"2435","HB 3319",1,1,0
"2436","HB 332",0.8,5,1
"2437","HB 3320",1,1,0
"2438","HB 3321",1,2,1
"2439","HB 3322",0,1,0
"2440","HB 3323",0.5,2,0
"2441","HB 3324",0.4,5,0
"2442","HB 3325",0,1,0
"2443","HB 3326",1,1,0
"2444","HB 3327",0,1,0
"2445","HB 3328",0,1,0
"2446","HB 3329",1,2,1
"2447","HB 333",1,4,0
"2448","HB 3330",0,1,0
"2449","HB 3331",0,1,0
"2450","HB 3332",1,18,0
"2451","HB 3333",1,1,0
"2452","HB 3334",1,1,0
"2453","HB 3335",1,2,0
"2454","HB 3336",1,1,0
"2455","HB 3337",1,3,0
"2456","HB 3338",1,1,1
"2457","HB 3339",0,1,0
"2458","HB 334",0,1,0
"2459","HB 3340",0.333333333333333,3,0
"2460","HB 3341",0,1,0
"2461","HB 3342",1,2,1
"2462","HB 3343",1,3,0
"2463","HB 3344",1,1,0
"2464","HB 3345",1,1,0
"2465","HB 3346",0,1,0
"2466","HB 3347",1,1,0
"2467","HB 3348",1,1,0
"2468","HB 3349",0.333333333333333,6,1
"2469","HB 335",0,1,0
"2470","HB 3350",0,1,0
"2471","HB 3351",1,1,0
"2472","HB 3352",0,1,0
"2473","HB 3353",0,1,0
"2474","HB 3354",0,1,0
"2475","HB 3355",0,1,0
"2476","HB 3356",0.5,2,0
"2477","HB 3357",1,1,0
"2478","HB 3358",0.5,4,0
"2479","HB 3359",0.5,2,1
"2480","HB 336",0,1,0
"2481","HB 3360",0.545454545454545,11,0
"2482","HB 3361",1,1,0
"2483","HB 3362",1,1,0
"2484","HB 3363",0,2,0
"2485","HB 3364",1,3,0
"2486","HB 3365",1,1,0
"2487","HB 3366",1,1,0
"2488","HB 3367",1,1,0
"2489","HB 3368",0,1,0
"2490","HB 3369",0.5,2,0
"2491","HB 337",0.285714285714286,7,0
"2492","HB 3370",1,2,0
"2493","HB 3372",1,1,0
"2494","HB 3373",1,1,0
"2495","HB 3374",1,1,0
"2496","HB 3375",0,2,0
"2497","HB 3376",1,3,1
"2498","HB 3377",1,1,0
"2499","HB 3378",1,1,0
"2500","HB 3379",0.5,4,0
"2501","HB 338",1,2,1
"2502","HB 3380",1,1,0
"2503","HB 3381",1,1,0
"2504","HB 3382",1,1,0
"2505","HB 3383",1,1,0
"2506","HB 3384",1,1,0
"2507","HB 3385",0,1,0
"2508","HB 3386",1,1,0
"2509","HB 3387",1,1,0
"2510","HB 3388",1,1,0
"2511","HB 3389",1,2,1
"2512","HB 339",0.980392156862745,51,0
"2513","HB 3390",1,1,0
"2514","HB 3391",1,2,1
"2515","HB 3392",1,1,0
"2516","HB 3393",0,1,0
"2517","HB 3394",1,1,0
"2518","HB 3395",1,1,0
"2519","HB 3398",1,2,0
"2520","HB 3399",1,1,0
"2521","HB 34",0.5,4,1
"2522","HB 340",1,1,0
"2523","HB 3400",0,1,0
"2524","HB 3401",0,1,0
"2525","HB 3402",1,2,0
"2526","HB 3403",0,1,0
"2527","HB 3404",1,1,0
"2528","HB 3405",1,1,0
"2529","HB 3406",1,1,0
"2530","HB 3407",0,2,0
"2531","HB 3408",0,1,0
"2532","HB 3409",0.6,5,0
"2533","HB 341",0,1,0
"2534","HB 3410",0,4,0
"2535","HB 3411",0,1,0
"2536","HB 3412",1,1,0
"2537","HB 3413",0,1,0
"2538","HB 3414",1,1,0
"2539","HB 3415",1,1,0
"2540","HB 3416",0,1,0
"2541","HB 3417",0,1,0
"2542","HB 3418",1,1,0
"2543","HB 342",0,1,0
"2544","HB 3420",1,1,0
"2545","HB 3421",1,1,0
"2546","HB 3422",1,2,0
"2547","HB 3423",0.5,2,1
"2548","HB 3424",0,1,0
"2549","HB 3425",1,1,0
"2550","HB 3426",1,5,0
"2551","HB 3427",1,1,0
"2552","HB 3428",0,1,0
"2553","HB 3429",1,1,0
"2554","HB 343",0,2,0
"2555","HB 3430",1,1,0
"2556","HB 3431",1,1,0
"2557","HB 3432",1,1,0
"2558","HB 3433",1,14,1
"2559","HB 3434",1,3,0
"2560","HB 3435",1,1,0
"2561","HB 3436",1,1,0
"2562","HB 3437",0,1,0
"2563","HB 3438",1,3,0
"2564","HB 3439",0.666666666666667,15,0
"2565","HB 344",0,1,0
"2566","HB 3440",0.75,4,0
"2567","HB 3441",1,2,0
"2568","HB 3442",1,2,0
"2569","HB 3445",0,1,0
"2570","HB 3446",0,1,0
"2571","HB 3447",0,1,0
"2572","HB 3448",0,1,0
"2573","HB 3449",0,1,0
"2574","HB 345",0,1,0
"2575","HB 3450",0,1,0
"2576","HB 3451",0.637931034482759,116,0
"2577","HB 3452",0,1,0
"2578","HB 3453",1,2,1
"2579","HB 3454",1,1,0
"2580","HB 3455",1,1,0
"2581","HB 3456",1,1,0
"2582","HB 3457",0,1,0
"2583","HB 3458",1,1,0
"2584","HB 3459",0,1,0
"2585","HB 346",0,1,0
"2586","HB 3460",1,1,0
"2587","HB 3461",0.5,2,0
"2588","HB 3462",0,1,0
"2589","HB 3463",1,1,0
"2590","HB 3464",1,1,0
"2591","HB 3465",0,1,0
"2592","HB 3466",0,1,0
"2593","HB 3467",0,1,0
"2594","HB 3468",0,1,0
"2595","HB 3469",0,1,0
"2596","HB 347",0,2,0
"2597","HB 3470",0.5,2,1
"2598","HB 3471",0,1,0
"2599","HB 3472",1,1,0
"2600","HB 3473",0,1,0
"2601","HB 3474",1,1,0
"2602","HB 3475",1,1,0
"2603","HB 3476",1,1,0
"2604","HB 3477",0,1,0
"2605","HB 3478",0,1,0
"2606","HB 3479",0,1,0
"2607","HB 348",0,1,0
"2608","HB 3480",1,1,0
"2609","HB 3481",0.333333333333333,3,1
"2610","HB 3482",0,1,0
"2611","HB 3483",0,1,0
"2612","HB 3484",1,1,0
"2613","HB 3485",0,1,0
"2614","HB 3486",0,1,0
"2615","HB 3487",1,1,0
"2616","HB 3488",0.666666666666667,6,1
"2617","HB 349",0.333333333333333,3,0
"2618","HB 3490",1,1,0
"2619","HB 3491",1,1,0
"2620","HB 3492",1,2,1
"2621","HB 3493",0,1,0
"2622","HB 3494",1,5,0
"2623","HB 3495",1,1,0
"2624","HB 3496",1,2,1
"2625","HB 3497",1,1,0
"2626","HB 3499",1,1,0
"2627","HB 35",1,39,0
"2628","HB 350",0,1,0
"2629","HB 3500",0,1,0
"2630","HB 3501",1,1,0
"2631","HB 3502",1,1,0
"2632","HB 3503",0,1,0
"2633","HB 3504",1,1,0
"2634","HB 3505",0,1,0
"2635","HB 3506",1,1,0
"2636","HB 3507",1,1,0
"2637","HB 3508",0,1,0
"2638","HB 3509",1,1,0
"2639","HB 351",0.375,8,1
"2640","HB 3510",1,1,0
"2641","HB 3511",1,1,0
"2642","HB 3512",1,1,0
"2643","HB 3513",1,1,0
"2644","HB 3514",0,1,0
"2645","HB 3515",0,1,0
"2646","HB 3516",0.5,2,0
"2647","HB 3517",0,1,0
"2648","HB 3518",0,1,0
"2649","HB 352",1,2,0
"2650","HB 3520",1,1,0
"2651","HB 3521",1,4,1
"2652","HB 3522",0,1,0
"2653","HB 3523",0,1,0
"2654","HB 3524",1,1,0
"2655","HB 3525",1,1,0
"2656","HB 3526",0.5,2,1
"2657","HB 3527",0,1,0
"2658","HB 3528",0.5,2,0
"2659","HB 3529",0.6,5,0
"2660","HB 353",0,1,0
"2661","HB 3530",0,1,0
"2662","HB 3531",1,1,0
"2663","HB 3532",1,1,0
"2664","HB 3533",0,1,0
"2665","HB 3534",1,1,0
"2666","HB 3535",0.727272727272727,11,1
"2667","HB 3536",1,2,1
"2668","HB 3537",1,2,1
"2669","HB 3538",0,1,0
"2670","HB 3539",1,1,0
"2671","HB 354",0.545454545454545,11,0
"2672","HB 3540",1,1,0
"2673","HB 3541",1,1,0
"2674","HB 3542",1,1,0
"2675","HB 3543",1,1,0
"2676","HB 3544",1,1,0
"2677","HB 3545",1,1,0
"2678","HB 3546",1,2,0
"2679","HB 3547",1,1,0
"2680","HB 3548",1,1,0
"2681","HB 3549",1,1,0
"2682","HB 355",0.619047619047619,21,1
"2683","HB 3550",1,1,0
"2684","HB 3551",1,1,0
"2685","HB 3552",1,1,0
"2686","HB 3553",1,1,0
"2687","HB 3554",0,1,0
"2688","HB 3555",1,1,0
"2689","HB 3556",0,1,0
"2690","HB 3557",1,1,0
"2691","HB 3558",1,1,0
"2692","HB 3559",1,1,0
"2693","HB 356",1,1,0
"2694","HB 3560",1,1,0
"2695","HB 3561",0.5,2,0
"2696","HB 3562",1,1,0
"2697","HB 3563",1,2,1
"2698","HB 3564",1,2,1
"2699","HB 3565",0.5,2,0
"2700","HB 3566",1,8,0
"2701","HB 3567",1,2,1
"2702","HB 3568",1,1,0
"2703","HB 3569",0,1,0
"2704","HB 357",0.222222222222222,9,1
"2705","HB 3570",0,1,0
"2706","HB 3571",1,19,0
"2707","HB 3572",1,2,0
"2708","HB 3573",0,1,0
"2709","HB 3574",0,3,1
"2710","HB 3575",1,1,0
"2711","HB 3576",0.315789473684211,19,1
"2712","HB 3577",1,1,0
"2713","HB 3578",0,1,0
"2714","HB 3579",1,1,0
"2715","HB 358",1,1,0
"2716","HB 3580",0,1,0
"2717","HB 3581",1,1,0
"2718","HB 3582",1,3,0
"2719","HB 3583",1,1,0
"2720","HB 3584",0,1,0
"2721","HB 3586",0,1,0
"2722","HB 3587",0.434782608695652,23,0
"2723","HB 3588",0,1,0
"2724","HB 3589",1,1,0
"2725","HB 359",1,1,0
"2726","HB 3590",1,1,0
"2727","HB 3591",1,1,0
"2728","HB 3592",0,1,0
"2729","HB 3593",0.5,12,1
"2730","HB 3594",0,2,0
"2731","HB 3597",1,1,0
"2732","HB 3598",1,1,0
"2733","HB 3599",1,1,0
"2734","HB 360",1,1,0
"2735","HB 3600",0,1,0
"2736","HB 3601",0,1,0
"2737","HB 3602",0,1,0
"2738","HB 3603",1,1,0
"2739","HB 3604",1,1,0
"2740","HB 3605",0,1,0
"2741","HB 3606",0.69,100,0
"2742","HB 3607",1,1,0
"2743","HB 3608",1,1,0
"2744","HB 3609",1,1,0
"2745","HB 361",1,1,0
"2746","HB 3610",1,1,0
"2747","HB 3612",1,1,0
"2748","HB 3613",1,1,0
"2749","HB 3614",1,1,0
"2750","HB 3615",1,1,0
"2751","HB 3616",1,1,0
"2752","HB 3617",0,1,0
"2753","HB 3618",0.5,2,1
"2754","HB 3619",0,1,0
"2755","HB 362",0,1,0
"2756","HB 3620",1,1,0
"2757","HB 3621",1,1,0
"2758","HB 3622",1,1,0
"2759","HB 3624",1,1,0
"2760","HB 3625",0,1,0
"2761","HB 3626",1,1,0
"2762","HB 3627",1,1,0
"2763","HB 3628",1,1,0
"2764","HB 3629",1,3,0
"2765","HB 363",0.333333333333333,3,0
"2766","HB 3631",1,1,0
"2767","HB 3632",0,2,1
"2768","HB 3633",1,1,0
"2769","HB 3634",1,1,0
"2770","HB 3635",0.5,2,0
"2771","HB 3636",1,1,0
"2772","HB 3637",0,1,0
"2773","HB 3638",0,1,0
"2774","HB 3639",0,1,0
"2775","HB 364",1,2,0
"2776","HB 3640",0.5,2,0
"2777","HB 3641",1,1,0
"2778","HB 3642",1,1,0
"2779","HB 3643",1,1,0
"2780","HB 3644",1,1,0
"2781","HB 3645",1,1,0
"2782","HB 3646",1,1,0
"2783","HB 3647",0.5,6,1
"2784","HB 3648",1,1,0
"2785","HB 3649",0,3,1
"2786","HB 365",1,1,0
"2787","HB 3650",1,1,0
"2788","HB 3651",1,1,0
"2789","HB 3652",1,2,0
"2790","HB 3653",0,1,0
"2791","HB 3654",1,2,1
"2792","HB 3655",0,2,0
"2793","HB 3656",1,1,0
"2794","HB 3657",1,1,0
"2795","HB 3658",0,1,0
"2796","HB 3659",1,1,0
"2797","HB 366",0,1,0
"2798","HB 3660",1,1,0
"2799","HB 3661",0,1,0
"2800","HB 3662",1,1,0
"2801","HB 3663",1,2,0
"2802","HB 3664",0,1,0
"2803","HB 3665",1,1,0
"2804","HB 3666",1,1,0
"2805","HB 3667",1,1,0
"2806","HB 3668",1,1,0
"2807","HB 3669",1,2,0
"2808","HB 367",0.477272727272727,44,0
"2809","HB 3670",1,1,0
"2810","HB 3671",1,1,0
"2811","HB 3672",0,1,0
"2812","HB 3673",1,1,0
"2813","HB 3674",1,4,0
"2814","HB 3675",0.25,4,1
"2815","HB 3676",1,1,0
"2816","HB 3677",1,1,0
"2817","HB 3678",1,1,0
"2818","HB 3679",0.5,6,0
"2819","HB 368",0.4,5,0
"2820","HB 3680",0,1,0
"2821","HB 3681",0,1,0
"2822","HB 3682",0.4,5,0
"2823","HB 3683",0,1,0
"2824","HB 3684",0,1,0
"2825","HB 3685",0,1,0
"2826","HB 3686",1,1,0
"2827","HB 3687",1,1,0
"2828","HB 3688",1,1,0
"2829","HB 3689",0,1,0
"2830","HB 369",0,1,0
"2831","HB 3690",0.666666666666667,3,1
"2832","HB 3691",0,1,0
"2833","HB 3692",0,1,0
"2834","HB 3693",1,1,0
"2835","HB 3694",0,1,0
"2836","HB 3695",0,1,0
"2837","HB 3696",0,1,0
"2838","HB 3697",0,1,0
"2839","HB 3698",1,1,0
"2840","HB 3699",0,1,0
"2841","HB 370",0,1,0
"2842","HB 3700",0,1,0
"2843","HB 3701",0.5,2,0
"2844","HB 3702",0,1,0
"2845","HB 3703",1,1,0
"2846","HB 3704",1,1,0
"2847","HB 3705",0,1,1
"2848","HB 3706",0,1,1
"2849","HB 3707",0.928571428571429,14,0
"2850","HB 3708",1,1,0
"2851","HB 3709",1,1,0
"2852","HB 371",0.5,2,0
"2853","HB 3710",1,1,0
"2854","HB 3711",1,2,0
"2855","HB 3712",1,1,0
"2856","HB 3713",1,1,0
"2857","HB 3714",0.5,2,0
"2858","HB 3715",0,1,0
"2859","HB 3716",1,1,0
"2860","HB 3717",0,1,0
"2861","HB 3718",0,1,0
"2862","HB 3719",1,1,0
"2863","HB 372",1,2,0
"2864","HB 3720",1,1,0
"2865","HB 3721",0.8,5,0
"2866","HB 3722",1,2,0
"2867","HB 3723",1,1,0
"2868","HB 3725",0,1,0
"2869","HB 3726",1,2,1
"2870","HB 3727",1,2,1
"2871","HB 3728",0,2,0
"2872","HB 3729",0,4,0
"2873","HB 3730",0,1,0
"2874","HB 3731",0,1,0
"2875","HB 3732",0.6,5,0
"2876","HB 3733",1,1,0
"2877","HB 3734",1,1,0
"2878","HB 3735",0.666666666666667,3,1
"2879","HB 3736",1,1,0
"2880","HB 3737",0,1,0
"2881","HB 3738",1,1,0
"2882","HB 3739",0.6,5,0
"2883","HB 374",0.357142857142857,14,0
"2884","HB 3740",0,1,0
"2885","HB 3741",0,1,0
"2886","HB 3742",1,1,0
"2887","HB 3743",0,1,0
"2888","HB 3744",0,1,0
"2889","HB 3745",1,1,0
"2890","HB 3746",0.4,5,0
"2891","HB 3747",1,1,0
"2892","HB 3748",1,1,0
"2893","HB 3749",1,1,0
"2894","HB 375",1,17,0
"2895","HB 3750",0,1,0
"2896","HB 3751",1,1,0
"2897","HB 3752",0,1,0
"2898","HB 3753",1,1,0
"2899","HB 3754",1,1,0
"2900","HB 3755",1,1,0
"2901","HB 3756",1,1,0
"2902","HB 3757",1,1,0
"2903","HB 3758",1,1,0
"2904","HB 3759",0.666666666666667,6,0
"2905","HB 376",1,3,0
"2906","HB 3760",1,1,0
"2907","HB 3761",0,1,0
"2908","HB 3762",1,1,0
"2909","HB 3763",0,1,0
"2910","HB 3764",0,1,0
"2911","HB 3765",0,2,1
"2912","HB 3766",0.5,2,0
"2913","HB 3767",0,2,0
"2914","HB 3768",0,2,0
"2915","HB 3769",0.936170212765957,47,0
"2916","HB 377",0.777777777777778,18,1
"2917","HB 3770",1,1,0
"2918","HB 3771",1,34,0
"2919","HB 3772",0.666666666666667,12,0
"2920","HB 3773",0,1,0
"2921","HB 3774",1,1,0
"2922","HB 3775",1,1,0
"2923","HB 3776",1,1,0
"2924","HB 3777",0,1,0
"2925","HB 3778",0.2,5,0
"2926","HB 378",0.8,10,0
"2927","HB 3780",1,2,0
"2928","HB 3781",0.5,2,1
"2929","HB 3782",1,1,0
"2930","HB 3783",1,2,0
"2931","HB 3784",1,8,1
"2932","HB 3785",1,1,0
"2933","HB 3786",1,1,0
"2934","HB 3787",1,1,0
"2935","HB 3788",0.5,4,0
"2936","HB 379",0,1,0
"2937","HB 3790",1,1,0
"2938","HB 3791",1,1,0
"2939","HB 3792",1,1,0
"2940","HB 3793",1,1,0
"2941","HB 3794",1,1,0
"2942","HB 3795",0,3,0
"2943","HB 3796",1,1,0
"2944","HB 3797",0,1,0
"2945","HB 3798",0,1,0
"2946","HB 3799",0,1,0
"2947","HB 380",1,1,0
"2948","HB 3800",0,1,0
"2949","HB 3801",1,1,0
"2950","HB 3802",0,1,0
"2951","HB 3803",0.5,2,1
"2952","HB 3804",1,1,0
"2953","HB 3805",1,1,0
"2954","HB 3806",0,1,0
"2955","HB 3807",1,1,0
"2956","HB 3808",0.5,2,1
"2957","HB 3809",1,1,0
"2958","HB 381",0,1,0
"2959","HB 3810",0.333333333333333,3,1
"2960","HB 3811",1,1,0
"2961","HB 3812",1,1,0
"2962","HB 3813",0,1,0
"2963","HB 3814",1,2,0
"2964","HB 3815",0,1,0
"2965","HB 3816",1,1,0
"2966","HB 3817",1,1,0
"2967","HB 3818",0,1,0
"2968","HB 3819",0.5,2,0
"2969","HB 382",0.777777777777778,9,0
"2970","HB 3820",1,1,0
"2971","HB 3821",1,1,0
"2972","HB 3822",1,1,0
"2973","HB 3823",1,1,0
"2974","HB 3824",0,2,0
"2975","HB 3825",1,1,0
"2976","HB 3826",1,1,0
"2977","HB 3827",1,1,0
"2978","HB 3828",1,1,0
"2979","HB 3829",1,1,0
"2980","HB 383",1,2,0
"2981","HB 3830",0,1,0
"2982","HB 3831",0,1,0
"2983","HB 3832",1,1,0
"2984","HB 3833",1,1,0
"2985","HB 3834",1,1,0
"2986","HB 3835",1,1,0
"2987","HB 3836",1,1,0
"2988","HB 3837",0,2,0
"2989","HB 3838",0.666666666666667,3,0
"2990","HB 3839",1,1,0
"2991","HB 384",1,4,0
"2992","HB 3840",0.704545454545455,44,0
"2993","HB 3841",0,1,0
"2994","HB 3842",0,2,0
"2995","HB 3843",1,1,0
"2996","HB 3844",0,1,0
"2997","HB 3845",0.5,2,1
"2998","HB 3846",1,1,0
"2999","HB 3847",0,1,0
"3000","HB 3848",1,1,0
"3001","HB 3849",1,2,1
"3002","HB 385",1,2,0
"3003","HB 3850",1,1,0
"3004","HB 3851",0.6,5,0
"3005","HB 3852",0,1,0
"3006","HB 3853",0,1,0
"3007","HB 3854",0.75,20,0
"3008","HB 3855",1,1,0
"3009","HB 3856",1,18,0
"3010","HB 3857",0,1,0
"3011","HB 3858",0,1,0
"3012","HB 3859",1,53,1
"3013","HB 386",1,1,0
"3014","HB 3860",1,1,0
"3015","HB 3861",0.5,2,0
"3016","HB 3862",0,1,0
"3017","HB 3863",0,1,0
"3018","HB 3864",0,1,0
"3019","HB 3865",0,1,0
"3020","HB 3866",1,1,0
"3021","HB 3867",1,1,0
"3022","HB 3868",1,1,0
"3023","HB 3869",1,1,0
"3024","HB 387",0.923076923076923,13,0
"3025","HB 3870",1,1,0
"3026","HB 3871",0,1,0
"3027","HB 3872",0,1,1
"3028","HB 3875",1,1,0
"3029","HB 3876",1,1,0
"3030","HB 3877",1,1,0
"3031","HB 3878",1,1,0
"3032","HB 3879",1,3,1
"3033","HB 388",1,34,0
"3034","HB 3880",1,1,0
"3035","HB 3881",0,1,0
"3036","HB 3882",1,1,0
"3037","HB 3885",0,1,0
"3038","HB 3886",0.777777777777778,9,0
"3039","HB 3887",0,2,0
"3040","HB 3888",1,2,0
"3041","HB 3889",0,1,0
"3042","HB 389",1,1,0
"3043","HB 3890",0,1,0
"3044","HB 3891",0,1,0
"3045","HB 3892",1,1,0
"3046","HB 3893",0.666666666666667,3,0
"3047","HB 3894",1,1,0
"3048","HB 3895",0,1,0
"3049","HB 3896",0,1,0
"3050","HB 3897",1,1,0
"3051","HB 3898",0,1,0
"3052","HB 3899",0,1,0
"3053","HB 39",0.25,8,0
"3054","HB 390",0.5,2,0
"3055","HB 3900",0,2,0
"3056","HB 3901",1,2,0
"3057","HB 3902",0.333333333333333,3,0
"3058","HB 3903",0.5,4,1
"3059","HB 3904",0.724137931034483,29,0
"3060","HB 3905",0,1,0
"3061","HB 3906",1,1,0
"3062","HB 3907",1,2,1
"3063","HB 3908",0.666666666666667,3,0
"3064","HB 391",0,16,0
"3065","HB 3910",1,1,0
"3066","HB 3911",1,1,0
"3067","HB 3912",1,1,0
"3068","HB 3913",1,2,0
"3069","HB 3914",0,1,0
"3070","HB 3916",1,1,0
"3071","HB 3917",1,2,1
"3072","HB 3918",1,1,0
"3073","HB 3919",0,4,0
"3074","HB 392",0,1,0
"3075","HB 3920",0,1,0
"3076","HB 3921",0.666666666666667,9,1
"3077","HB 3922",0.8,5,0
"3078","HB 3923",0,1,0
"3079","HB 3924",0,1,0
"3080","HB 3925",1,1,0
"3081","HB 3926",0.6,5,0
"3082","HB 3927",1,1,0
"3083","HB 3928",1,1,0
"3084","HB 393",1,22,0
"3085","HB 3931",1,1,0
"3086","HB 3932",0,1,0
"3087","HB 3933",1,1,0
"3088","HB 3934",0.666666666666667,3,1
"3089","HB 3935",0.333333333333333,3,0
"3090","HB 3936",1,1,0
"3091","HB 3937",1,1,0
"3092","HB 3938",0,1,0
"3093","HB 394",0.25,4,1
"3094","HB 3940",0,1,0
"3095","HB 3941",1,1,0
"3096","HB 3942",0,1,0
"3097","HB 3945",1,1,0
"3098","HB 3946",1,1,0
"3099","HB 3947",1,1,0
"3100","HB 3948",1,1,0
"3101","HB 3949",0,1,0
"3102","HB 395",0.666666666666667,6,0
"3103","HB 3950",1,1,0
"3104","HB 3951",1,1,0
"3105","HB 3952",1,2,1
"3106","HB 3953",0,1,0
"3107","HB 3954",1,3,0
"3108","HB 3955",1,1,0
"3109","HB 3956",1,8,0
"3110","HB 3957",1,1,0
"3111","HB 3958",1,1,0
"3112","HB 3959",1,1,0
"3113","HB 396",0,1,0
"3114","HB 3960",1,1,0
"3115","HB 3961",0,1,0
"3116","HB 3962",0,1,0
"3117","HB 3963",1,1,0
"3118","HB 3964",1,3,1
"3119","HB 3965",1,1,0
"3120","HB 3966",0,1,0
"3121","HB 3967",0,1,0
"3122","HB 3968",0,1,0
"3123","HB 3969",1,1,0
"3124","HB 397",0,3,0
"3125","HB 3970",0,1,0
"3126","HB 3971",1,2,0
"3127","HB 3972",0,1,0
"3128","HB 3973",1,1,0
"3129","HB 3974",1,1,0
"3130","HB 3975",1,1,0
"3131","HB 3976",0.818181818181818,22,1
"3132","HB 3977",1,1,0
"3133","HB 3978",0,1,0
"3134","HB 3979",0,1,0
"3135","HB 398",0,1,0
"3136","HB 3980",0,1,0
"3137","HB 3981",1,1,0
"3138","HB 3982",0,2,0
"3139","HB 3983",1,1,0
"3140","HB 3984",0,1,0
"3141","HB 3985",0,1,0
"3142","HB 3986",0,1,0
"3143","HB 3987",0.666666666666667,3,0
"3144","HB 3988",0,1,0
"3145","HB 3989",0,1,0
"3146","HB 399",0,3,0
"3147","HB 3990",0,1,0
"3148","HB 3991",1,1,0
"3149","HB 3992",1,2,1
"3150","HB 3993",1,1,0
"3151","HB 3994",1,1,0
"3152","HB 3995",0.666666666666667,3,0
"3153","HB 3996",1,2,0
"3154","HB 3997",0,1,0
"3155","HB 3998",1,1,0
"3156","HB 3999",0.5,4,0
"3157","HB 4",0.705128205128205,78,1
"3158","HB 40",1,1,0
"3159","HB 4000",1,1,0
"3160","HB 4001",1,1,0
"3161","HB 4002",1,2,1
"3162","HB 4003",1,1,0
"3163","HB 4004",1,1,0
"3164","HB 4005",0,1,0
"3165","HB 4006",1,1,0
"3166","HB 4007",0.5,2,1
"3167","HB 4008",1,1,0
"3168","HB 4009",0,1,0
"3169","HB 401",0.333333333333333,6,0
"3170","HB 4010",1,1,0
"3171","HB 4011",1,1,0
"3172","HB 4012",1,1,0
"3173","HB 4013",1,1,0
"3174","HB 4014",0.5,4,0
"3175","HB 4015",0,1,0
