"","passed_upper","passed_lower","last","signed","first","bill_id"
"1","2017-05-23 00:00:00","2017-05-12 00:00:00","2017-06-15 00:00:00","2017-06-15 00:00:00","2016-11-14 00:00:00","HB 245"
"2","2017-05-23 00:00:00","2017-05-08 00:00:00","2017-06-15 00:00:00","2017-06-15 00:00:00","2016-11-14 00:00:00","HB 150"
"3","2017-05-23 00:00:00","2017-05-05 00:00:00","2017-06-15 00:00:00","2017-06-15 00:00:00","2016-12-13 00:00:00","HB 590"
"4","2017-05-23 00:00:00","2017-05-03 00:00:00","2017-06-15 00:00:00","2017-06-15 00:00:00","2016-12-21 00:00:00","HB 681"
"5","2017-05-24 00:00:00","2017-05-04 00:00:00","2017-06-15 00:00:00","2017-06-15 00:00:00","2016-12-05 00:00:00","HB 492"
"6","2017-05-24 00:00:00","2017-04-13 00:00:00","2017-06-15 00:00:00","2017-06-15 00:00:00","2016-11-29 00:00:00","HB 457"
"7","2017-05-24 00:00:00","2017-05-06 00:00:00","2017-06-15 00:00:00","2017-06-15 00:00:00","2016-12-09 00:00:00","HB 553"
"8","2017-05-24 00:00:00","2017-05-04 00:00:00","2017-06-15 00:00:00","2017-06-15 00:00:00","2016-11-14 00:00:00","HCR 27"
"9","2017-05-24 00:00:00","2017-05-11 00:00:00","2017-06-15 00:00:00","2017-06-15 00:00:00","2016-11-14 00:00:00","HB 162"
"10","2017-05-24 00:00:00","2017-05-04 00:00:00","2017-06-15 00:00:00","2017-06-15 00:00:00","2016-11-22 00:00:00","HB 441"
"11","2017-05-23 00:00:00","2017-05-02 00:00:00","2017-06-15 00:00:00","0","2016-11-14 00:00:00","HB 61"
"12","2017-05-24 00:00:00","2017-05-04 00:00:00","2017-06-15 00:00:00","2017-06-15 00:00:00","2016-11-14 00:00:00","HB 210"
"13","2017-05-23 00:00:00","2017-04-28 00:00:00","2017-06-15 00:00:00","0","2016-11-14 00:00:00","HB 298"
"14","2017-05-22 00:00:00","2017-04-25 00:00:00","2017-06-15 00:00:00","2017-06-15 00:00:00","2016-12-05 00:00:00","HB 490"
"15","2017-05-24 00:00:00","2017-04-27 00:00:00","2017-06-15 00:00:00","2017-06-15 00:00:00","2016-11-14 00:00:00","HB 240"
"16","2017-05-19 00:00:00","2017-04-06 00:00:00","2017-06-15 00:00:00","2017-06-15 00:00:00","2016-12-21 00:00:00","HB 678"
"17","2017-05-24 00:00:00","2017-05-03 00:00:00","2017-06-15 00:00:00","2017-06-15 00:00:00","2016-11-21 00:00:00","HB 435"
"18","2017-05-24 00:00:00","2017-04-20 00:00:00","2017-06-15 00:00:00","2017-06-15 00:00:00","2016-12-27 00:00:00","HB 755"
"19","2017-05-25 00:00:00","2017-03-29 00:00:00","2017-06-15 00:00:00","2017-06-15 00:00:00","2016-11-16 00:00:00","HB 377"
"20","2017-05-24 00:00:00","2017-05-08 00:00:00","2017-06-15 00:00:00","2017-06-15 00:00:00","2016-12-07 00:00:00","HB 523"
"21","2017-05-24 00:00:00","2017-05-04 00:00:00","2017-06-15 00:00:00","0","2016-11-29 00:00:00","HB 462"
"22","2017-05-24 00:00:00","2017-05-04 00:00:00","2017-06-15 00:00:00","2017-06-15 00:00:00","2016-11-14 00:00:00","HB 297"
"23","2017-05-24 00:00:00","2017-04-28 00:00:00","2017-06-15 00:00:00","2017-06-15 00:00:00","2016-11-14 00:00:00","HB 249"
"24","2017-05-24 00:00:00","2017-05-04 00:00:00","2017-06-15 00:00:00","2017-06-15 00:00:00","2016-11-15 00:00:00","HB 338"
"25","2017-05-24 00:00:00","2017-05-02 00:00:00","2017-06-15 00:00:00","2017-06-15 00:00:00","2016-12-21 00:00:00","HB 683"
"26","2017-05-24 00:00:00","2017-05-05 00:00:00","2017-06-15 00:00:00","2017-06-15 00:00:00","2016-12-09 00:00:00","HB 557"
"27","2017-05-23 00:00:00","2017-05-04 00:00:00","2017-06-15 00:00:00","2017-06-15 00:00:00","2016-11-14 00:00:00","HB 214"
"28","2017-05-24 00:00:00","2017-05-04 00:00:00","2017-06-15 00:00:00","2017-06-15 00:00:00","2016-11-14 00:00:00","HB 332"
"29","2017-05-22 00:00:00","2017-05-09 00:00:00","2017-06-15 00:00:00","2017-06-15 00:00:00","2016-12-20 00:00:00","HB 658"
"30","2017-05-24 00:00:00","2017-04-12 00:00:00","2017-06-15 00:00:00","2017-06-15 00:00:00","2016-11-14 00:00:00","HB 281"
"31","2017-05-22 00:00:00","2017-04-06 00:00:00","2017-06-15 00:00:00","2017-06-15 00:00:00","2016-11-14 00:00:00","HB 284"
"32","2017-05-24 00:00:00","2017-03-23 00:00:00","2017-06-15 00:00:00","2017-06-15 00:00:00","2016-11-15 00:00:00","HB 351"
"33","2017-05-24 00:00:00","2017-05-06 00:00:00","2017-06-15 00:00:00","0","2016-11-15 00:00:00","HB 337"
"34","2017-05-24 00:00:00","2017-04-20 00:00:00","2017-06-15 00:00:00","2017-06-15 00:00:00","2016-11-15 00:00:00","HB 357"
"35","2017-05-24 00:00:00","2017-04-20 00:00:00","2017-06-15 00:00:00","2017-06-15 00:00:00","2016-11-28 00:00:00","HB 451"
"36","2017-05-19 00:00:00","2017-05-04 00:00:00","2017-06-15 00:00:00","2017-06-15 00:00:00","2016-11-30 00:00:00","HB 471"
"37","2017-05-19 00:00:00","2017-04-28 00:00:00","2017-06-15 00:00:00","0","2016-12-12 00:00:00","HB 572"
"38","2017-05-12 00:00:00","2017-05-04 00:00:00","2017-06-15 00:00:00","2017-06-15 00:00:00","2017-01-02 00:00:00","HCR 42"
"39","2017-05-24 00:00:00","2017-04-20 00:00:00","2017-06-15 00:00:00","2017-06-15 00:00:00","2017-01-02 00:00:00","HB 776"
"40","2017-05-19 00:00:00","2017-04-20 00:00:00","2017-06-15 00:00:00","2017-06-15 00:00:00","2017-01-02 00:00:00","HB 789"
"41","2017-05-24 00:00:00","2017-04-20 00:00:00","2017-06-15 00:00:00","2017-06-15 00:00:00","2017-01-04 00:00:00","HB 822"
"42","2017-05-17 00:00:00","2017-05-03 00:00:00","2017-06-15 00:00:00","2017-06-15 00:00:00","2017-01-05 00:00:00","HB 834"
"43","2017-05-24 00:00:00","2017-04-13 00:00:00","2017-06-15 00:00:00","2017-06-15 00:00:00","2017-01-06 00:00:00","HB 846"
"44","2017-05-25 00:00:00","2017-04-25 00:00:00","2017-06-15 00:00:00","2017-06-15 00:00:00","2017-01-09 00:00:00","HB 865"
"45","2017-05-24 00:00:00","2017-04-13 00:00:00","2017-06-15 00:00:00","2017-06-15 00:00:00","2017-01-09 00:00:00","HB 897"
"46","2017-05-23 00:00:00","2017-05-09 00:00:00","2017-06-15 00:00:00","2017-06-15 00:00:00","2017-01-09 00:00:00","HB 867"
"47","2017-05-24 00:00:00","2017-04-28 00:00:00","2017-06-15 00:00:00","2017-06-15 00:00:00","2017-01-10 00:00:00","HB 919"
"48","2017-05-24 00:00:00","2017-05-11 00:00:00","2017-06-15 00:00:00","2017-06-15 00:00:00","2017-01-11 00:00:00","HB 929"
"49","2017-05-23 00:00:00","2017-05-11 00:00:00","2017-06-15 00:00:00","2017-06-15 00:00:00","2017-01-11 00:00:00","HB 931"
"50","2017-05-23 00:00:00","2017-05-06 00:00:00","2017-06-15 00:00:00","2017-06-15 00:00:00","2017-01-13 00:00:00","HB 1036"
"51","2017-05-24 00:00:00","2017-05-04 00:00:00","2017-06-15 00:00:00","2017-06-15 00:00:00","2017-01-12 00:00:00","HB 967"
"52","2017-05-24 00:00:00","2017-05-03 00:00:00","2017-06-15 00:00:00","2017-06-15 00:00:00","2017-01-10 00:00:00","HB 913"
"53","2017-05-19 00:00:00","2017-05-08 00:00:00","2017-06-15 00:00:00","0","2017-01-12 00:00:00","HB 961"
"54","2017-05-19 00:00:00","2017-04-13 00:00:00","2017-06-15 00:00:00","2017-06-15 00:00:00","2017-01-12 00:00:00","HB 970"
"55","2017-05-24 00:00:00","2017-05-04 00:00:00","2017-06-15 00:00:00","2017-06-15 00:00:00","2017-01-17 00:00:00","HB 1081"
"56","2017-05-23 00:00:00","2017-05-02 00:00:00","2017-06-15 00:00:00","2017-06-15 00:00:00","2017-01-10 00:00:00","HB 912"
"57","2017-05-24 00:00:00","2017-05-09 00:00:00","2017-06-15 00:00:00","2017-06-15 00:00:00","2017-01-12 00:00:00","HB 995"
"58","2017-05-24 00:00:00","2017-05-06 00:00:00","2017-06-15 00:00:00","2017-06-15 00:00:00","2017-01-17 00:00:00","HB 1066"
"59","2017-05-24 00:00:00","2017-04-27 00:00:00","2017-06-15 00:00:00","2017-06-15 00:00:00","2017-01-19 00:00:00","HB 1170"
"60","2017-05-24 00:00:00","2017-04-27 00:00:00","2017-06-15 00:00:00","2017-06-15 00:00:00","2017-01-19 00:00:00","HB 1162"
"61","2017-05-24 00:00:00","2017-05-09 00:00:00","2017-06-15 00:00:00","2017-06-15 00:00:00","2017-01-18 00:00:00","HB 1111"
"62","2017-05-24 00:00:00","2017-05-09 00:00:00","2017-06-15 00:00:00","0","2017-01-19 00:00:00","HB 1166"
"63","2017-05-23 00:00:00","2017-05-12 00:00:00","2017-06-15 00:00:00","2017-06-15 00:00:00","2017-01-19 00:00:00","HB 1151"
"64","2017-05-22 00:00:00","2017-05-09 00:00:00","2017-06-15 00:00:00","0","2017-01-23 00:00:00","HB 1207"
"65","2017-05-22 00:00:00","2017-05-09 00:00:00","2017-06-15 00:00:00","0","2017-01-23 00:00:00","HB 1208"
"66","2017-05-24 00:00:00","2017-05-04 00:00:00","2017-06-15 00:00:00","2017-06-15 00:00:00","2017-01-24 00:00:00","HB 1254"
"67","2017-05-24 00:00:00","2017-05-09 00:00:00","2017-06-15 00:00:00","2017-06-15 00:00:00","2017-01-24 00:00:00","HCR 49"
"68","2017-05-24 00:00:00","2017-04-20 00:00:00","2017-06-15 00:00:00","2017-06-15 00:00:00","2017-01-24 00:00:00","HB 1247"
"69","2017-05-24 00:00:00","2017-05-09 00:00:00","2017-06-15 00:00:00","2017-06-15 00:00:00","2017-01-24 00:00:00","HB 1256"
"70","2017-05-24 00:00:00","2017-05-04 00:00:00","2017-06-15 00:00:00","2017-06-15 00:00:00","2017-01-24 00:00:00","HB 1238"
"71","2017-05-24 00:00:00","2017-05-04 00:00:00","2017-06-15 00:00:00","0","2017-01-24 00:00:00","HB 1234"
"72","2017-05-24 00:00:00","2017-05-09 00:00:00","2017-06-15 00:00:00","2017-06-15 00:00:00","2017-01-25 00:00:00","HB 1278"
"73","2017-05-23 00:00:00","2017-05-03 00:00:00","2017-06-15 00:00:00","2017-06-15 00:00:00","2017-01-25 00:00:00","HB 1296"
"74","2017-05-23 00:00:00","2017-04-28 00:00:00","2017-06-15 00:00:00","0","2017-01-25 00:00:00","HB 1284"
"75","2017-05-22 00:00:00","2017-04-25 00:00:00","2017-06-15 00:00:00","2017-06-15 00:00:00","2017-01-25 00:00:00","HB 1260"
"76","2017-05-23 00:00:00","2017-05-06 00:00:00","2017-06-15 00:00:00","2017-06-15 00:00:00","2017-01-25 00:00:00","HB 1290"
"77","2017-05-19 00:00:00","2017-04-27 00:00:00","2017-06-15 00:00:00","2017-06-15 00:00:00","2017-01-25 00:00:00","HB 1264"
"78","2017-05-24 00:00:00","2017-04-28 00:00:00","2017-06-15 00:00:00","2017-06-15 00:00:00","2017-01-25 00:00:00","HB 1266"
"79","2017-05-24 00:00:00","2017-03-29 00:00:00","2017-06-15 00:00:00","2017-06-15 00:00:00","2017-01-26 00:00:00","HB 1317"
"80","2017-05-25 00:00:00","2017-05-04 00:00:00","2017-06-15 00:00:00","0","2017-01-30 00:00:00","HB 1342"
"81","2017-05-23 00:00:00","2017-04-13 00:00:00","2017-06-15 00:00:00","2017-06-15 00:00:00","2017-02-01 00:00:00","HCR 59"
"82","2017-05-23 00:00:00","2017-05-03 00:00:00","2017-06-15 00:00:00","0","2017-02-01 00:00:00","HB 1426"
"83","2017-05-19 00:00:00","2017-05-02 00:00:00","2017-06-15 00:00:00","2017-06-15 00:00:00","2017-02-01 00:00:00","HB 1442"
"84","2017-05-22 00:00:00","2017-04-27 00:00:00","2017-06-15 00:00:00","0","2017-02-01 00:00:00","HB 1455"
"85","2017-05-19 00:00:00","2017-04-27 00:00:00","2017-06-15 00:00:00","2017-06-15 00:00:00","2017-02-01 00:00:00","HB 1468"
"86","2017-05-24 00:00:00","2017-04-13 00:00:00","2017-06-15 00:00:00","2017-06-15 00:00:00","2017-02-01 00:00:00","HB 1470"
"87","2017-05-24 00:00:00","2017-03-16 00:00:00","2017-06-15 00:00:00","2017-06-15 00:00:00","2017-02-01 00:00:00","HCR 61"
"88","2017-05-12 00:00:00","2017-04-13 00:00:00","2017-06-15 00:00:00","0","2017-02-01 00:00:00","HB 1406"
"89","2017-05-25 00:00:00","2017-05-12 00:00:00","2017-06-15 00:00:00","2017-06-15 00:00:00","2017-01-31 00:00:00","HB 1372"
"90","2017-05-23 00:00:00","2017-05-04 00:00:00","2017-06-15 00:00:00","2017-06-15 00:00:00","2017-02-01 00:00:00","HB 1407"
"91","2017-05-12 00:00:00","2017-04-13 00:00:00","2017-06-15 00:00:00","0","2017-02-01 00:00:00","HB 1433"
"92","2017-05-23 00:00:00","2017-04-28 00:00:00","2017-06-15 00:00:00","2017-06-15 00:00:00","2017-02-01 00:00:00","HB 1424"
"93","2017-05-18 00:00:00","2017-04-20 00:00:00","2017-06-15 00:00:00","2017-06-15 00:00:00","2017-02-02 00:00:00","HB 1512"
"94","2017-05-25 00:00:00","2017-05-03 00:00:00","2017-06-15 00:00:00","0","2017-02-02 00:00:00","HB 1500"
"95","2017-05-24 00:00:00","2017-04-27 00:00:00","2017-06-15 00:00:00","2017-06-15 00:00:00","2017-02-02 00:00:00","HB 1481"
"96","2017-05-22 00:00:00","2017-04-20 00:00:00","2017-06-15 00:00:00","2017-06-15 00:00:00","2017-02-02 00:00:00","HB 1486"
"97","2017-05-24 00:00:00","2017-04-13 00:00:00","2017-06-15 00:00:00","2017-06-15 00:00:00","2017-02-02 00:00:00","HB 1508"
"98","2017-05-23 00:00:00","2017-05-06 00:00:00","2017-06-15 00:00:00","2017-06-15 00:00:00","2017-02-02 00:00:00","HB 1507"
"99","2017-05-24 00:00:00","2017-05-04 00:00:00","2017-06-15 00:00:00","2017-06-15 00:00:00","2017-02-02 00:00:00","HB 1510"
"100","2017-05-24 00:00:00","2017-05-09 00:00:00","2017-06-15 00:00:00","2017-06-15 00:00:00","2017-02-02 00:00:00","HB 1480"
"101","2017-05-24 00:00:00","2017-04-20 00:00:00","2017-06-15 00:00:00","2017-06-15 00:00:00","2017-02-02 00:00:00","HB 1503"
"102","2017-05-24 00:00:00","2017-05-03 00:00:00","2017-06-15 00:00:00","2017-06-15 00:00:00","2017-02-03 00:00:00","HB 1543"
"103","2017-05-24 00:00:00","2017-04-13 00:00:00","2017-06-15 00:00:00","2017-06-15 00:00:00","2017-02-03 00:00:00","HB 1545"
"104","2017-05-24 00:00:00","2017-05-04 00:00:00","2017-06-15 00:00:00","2017-06-15 00:00:00","2017-02-03 00:00:00","HB 1521"
"105","2017-05-23 00:00:00","2017-05-08 00:00:00","2017-06-15 00:00:00","2017-06-15 00:00:00","2017-02-03 00:00:00","HB 1542"
"106","2017-05-24 00:00:00","2017-04-19 00:00:00","2017-06-15 00:00:00","2017-06-15 00:00:00","2017-02-06 00:00:00","HB 1600"
"107","2017-05-17 00:00:00","2017-05-04 00:00:00","2017-06-15 00:00:00","0","2017-02-06 00:00:00","HB 1586"
"108","2017-05-23 00:00:00","2017-05-06 00:00:00","2017-06-15 00:00:00","2017-06-15 00:00:00","2017-02-06 00:00:00","HB 1549"
"109","2017-05-23 00:00:00","2017-05-09 00:00:00","2017-06-15 00:00:00","2017-06-15 00:00:00","2017-02-06 00:00:00","HB 1553"
"110","2017-05-24 00:00:00","2017-04-20 00:00:00","2017-06-15 00:00:00","2017-06-15 00:00:00","2017-02-06 00:00:00","HB 1593"
"111","2017-05-23 00:00:00","2017-05-08 00:00:00","2017-06-15 00:00:00","2017-06-15 00:00:00","2017-02-06 00:00:00","HB 1556"
"112","2017-05-24 00:00:00","2017-05-04 00:00:00","2017-06-15 00:00:00","2017-06-15 00:00:00","2017-02-06 00:00:00","HB 1569"
"113","2017-05-22 00:00:00","2017-05-04 00:00:00","2017-06-15 00:00:00","2017-06-15 00:00:00","2017-02-07 00:00:00","HB 1608"
"114","2017-05-24 00:00:00","2017-05-04 00:00:00","2017-06-15 00:00:00","2017-06-15 00:00:00","2017-02-07 00:00:00","HB 1642"
"115","2017-05-24 00:00:00","2017-04-13 00:00:00","2017-06-15 00:00:00","0","2017-02-07 00:00:00","HB 1631"
"116","2017-05-24 00:00:00","2017-05-11 00:00:00","2017-06-15 00:00:00","2017-06-15 00:00:00","2017-02-07 00:00:00","HB 1643"
"117","2017-05-24 00:00:00","2017-05-04 00:00:00","2017-06-15 00:00:00","2017-06-15 00:00:00","2017-02-07 00:00:00","HB 1629"
"118","2017-05-19 00:00:00","2017-05-06 00:00:00","2017-06-15 00:00:00","2017-06-15 00:00:00","2017-02-14 00:00:00","HB 1891"
"119","2017-05-24 00:00:00","2017-05-04 00:00:00","2017-06-15 00:00:00","2017-06-15 00:00:00","2017-02-13 00:00:00","HB 1808"
"120","2017-05-23 00:00:00","2017-05-04 00:00:00","2017-06-15 00:00:00","0","2017-02-23 00:00:00","HB 2334"
"121","2017-05-23 00:00:00","2017-04-28 00:00:00","2017-06-15 00:00:00","0","2017-02-17 00:00:00","HB 2062"
"122","2017-05-22 00:00:00","2017-05-09 00:00:00","2017-06-15 00:00:00","2017-06-15 00:00:00","2017-02-22 00:00:00","HB 2252"
"123","2017-05-24 00:00:00","2017-05-03 00:00:00","2017-06-15 00:00:00","2017-06-15 00:00:00","2017-02-17 00:00:00","HB 2039"
"124","2017-05-25 00:00:00","2017-05-04 00:00:00","2017-06-15 00:00:00","0","2017-02-24 00:00:00","HB 2377"
"125","2017-05-22 00:00:00","2017-05-09 00:00:00","2017-06-15 00:00:00","0","2017-02-10 00:00:00","HB 1764"
"126","2017-05-16 00:00:00","2017-04-27 00:00:00","2017-06-15 00:00:00","2017-06-15 00:00:00","2017-02-08 00:00:00","HB 1691"
"127","2017-05-24 00:00:00","2017-05-09 00:00:00","2017-06-15 00:00:00","2017-06-15 00:00:00","2017-02-15 00:00:00","HB 1959"
"128","2017-05-19 00:00:00","2017-04-25 00:00:00","2017-06-15 00:00:00","2017-06-15 00:00:00","2017-02-15 00:00:00","HB 1930"
"129","2017-05-24 00:00:00","2017-05-09 00:00:00","2017-06-15 00:00:00","0","2017-02-24 00:00:00","HB 2410"
"130","2017-05-24 00:00:00","2017-05-06 00:00:00","2017-06-15 00:00:00","2017-06-15 00:00:00","2017-02-17 00:00:00","HB 2079"
"131","2017-05-24 00:00:00","2017-04-27 00:00:00","2017-06-15 00:00:00","2017-06-15 00:00:00","2017-02-14 00:00:00","HB 1861"
"132","2017-05-23 00:00:00","2017-05-11 00:00:00","2017-06-15 00:00:00","2017-06-15 00:00:00","2017-02-08 00:00:00","HB 1661"
"133","2017-05-19 00:00:00","2017-04-28 00:00:00","2017-06-15 00:00:00","0","2017-02-14 00:00:00","HB 1859"
"134","2017-05-24 00:00:00","2017-05-02 00:00:00","2017-06-15 00:00:00","2017-06-15 00:00:00","2017-02-15 00:00:00","HB 1920"
"135","2017-05-19 00:00:00","2017-05-06 00:00:00","2017-06-15 00:00:00","2017-06-15 00:00:00","2017-02-16 00:00:00","HB 2008"
"136","2017-05-24 00:00:00","2017-04-13 00:00:00","2017-06-15 00:00:00","2017-06-15 00:00:00","2017-02-20 00:00:00","HB 2111"
"137","2017-05-23 00:00:00","2017-05-05 00:00:00","2017-06-15 00:00:00","2017-06-15 00:00:00","2017-02-15 00:00:00","HB 1944"
"138","2017-05-24 00:00:00","2017-05-12 00:00:00","2017-06-15 00:00:00","2017-06-15 00:00:00","2017-02-14 00:00:00","HB 1886"
"139","2017-05-24 00:00:00","2017-05-04 00:00:00","2017-06-15 00:00:00","0","2017-02-21 00:00:00","HB 2182"
"140","2017-05-23 00:00:00","2017-05-04 00:00:00","2017-06-15 00:00:00","2017-06-15 00:00:00","2017-02-24 00:00:00","HB 2369"
"141","2017-05-24 00:00:00","2017-05-04 00:00:00","2017-06-15 00:00:00","2017-06-15 00:00:00","2017-02-15 00:00:00","HB 1905"
"142","2017-05-24 00:00:00","2017-05-04 00:00:00","2017-06-15 00:00:00","2017-06-15 00:00:00","2017-02-09 00:00:00","HB 1716"
"143","2017-05-24 00:00:00","2017-05-06 00:00:00","2017-06-15 00:00:00","2017-06-15 00:00:00","2017-02-09 00:00:00","HB 1730"
"144","2017-05-23 00:00:00","2017-04-27 00:00:00","2017-06-15 00:00:00","2017-06-15 00:00:00","2017-02-16 00:00:00","HB 1978"
"145","2017-05-24 00:00:00","2017-04-27 00:00:00","2017-06-15 00:00:00","2017-06-15 00:00:00","2017-02-16 00:00:00","HB 1990"
"146","2017-05-24 00:00:00","2017-05-11 00:00:00","2017-06-15 00:00:00","2017-06-15 00:00:00","2017-02-13 00:00:00","HB 1816"
"147","2017-05-12 00:00:00","2017-04-13 00:00:00","2017-06-15 00:00:00","2017-06-15 00:00:00","2017-02-22 00:00:00","HB 2299"
"148","2017-05-24 00:00:00","2017-04-27 00:00:00","2017-06-15 00:00:00","2017-06-15 00:00:00","2017-02-09 00:00:00","HB 1727"
"149","2017-05-24 00:00:00","2017-05-09 00:00:00","2017-06-15 00:00:00","2017-06-15 00:00:00","2017-02-13 00:00:00","HB 1794"
"150","2017-05-24 00:00:00","2017-05-09 00:00:00","2017-06-15 00:00:00","2017-06-15 00:00:00","2017-02-23 00:00:00","HB 2358"
"151","2017-05-24 00:00:00","2017-04-27 00:00:00","2017-06-15 00:00:00","2017-06-15 00:00:00","2017-02-15 00:00:00","HB 1956"
"152","2017-05-23 00:00:00","2017-04-27 00:00:00","2017-06-15 00:00:00","2017-06-15 00:00:00","2017-02-13 00:00:00","HB 1814"
"153","2017-05-23 00:00:00","2017-04-28 00:00:00","2017-06-15 00:00:00","2017-06-15 00:00:00","2017-02-09 00:00:00","HB 1735"
"154","2017-05-24 00:00:00","2017-05-04 00:00:00","2017-06-15 00:00:00","2017-06-15 00:00:00","2017-02-24 00:00:00","HCR 83"
"155","2017-05-24 00:00:00","2017-05-04 00:00:00","2017-06-15 00:00:00","2017-06-15 00:00:00","2017-02-14 00:00:00","HCR 70"
"156","2017-05-24 00:00:00","2017-04-27 00:00:00","2017-06-15 00:00:00","2017-06-15 00:00:00","2017-02-24 00:00:00","HCR 86"
"157","2017-05-19 00:00:00","2017-05-06 00:00:00","2017-06-15 00:00:00","2017-06-15 00:00:00","2017-02-21 00:00:00","HB 2223"
"158","2017-05-12 00:00:00","2017-04-13 00:00:00","2017-06-15 00:00:00","2017-06-15 00:00:00","2017-02-17 00:00:00","HB 2060"
"159","2017-05-24 00:00:00","2017-04-20 00:00:00","2017-06-15 00:00:00","2017-06-15 00:00:00","2017-02-08 00:00:00","HB 1657"
"160","2017-05-24 00:00:00","2017-05-09 00:00:00","2017-06-15 00:00:00","2017-06-15 00:00:00","2017-02-16 00:00:00","HB 2025"
"161","2017-05-22 00:00:00","2017-05-11 00:00:00","2017-06-15 00:00:00","2017-06-15 00:00:00","2017-02-09 00:00:00","HB 1724"
"162","2017-05-19 00:00:00","2017-04-28 00:00:00","2017-06-15 00:00:00","0","2017-02-24 00:00:00","HB 2378"
"163","2017-05-24 00:00:00","2017-05-09 00:00:00","2017-06-15 00:00:00","2017-06-15 00:00:00","2017-02-15 00:00:00","HB 1935"
"164","2017-05-19 00:00:00","2017-04-28 00:00:00","2017-06-15 00:00:00","2017-06-15 00:00:00","2017-02-24 00:00:00","HB 2413"
"165","2017-05-23 00:00:00","2017-05-04 00:00:00","2017-06-15 00:00:00","2017-06-15 00:00:00","2017-02-14 00:00:00","HB 1823"
"166","2017-05-24 00:00:00","2017-05-04 00:00:00","2017-06-15 00:00:00","2017-06-15 00:00:00","2017-02-15 00:00:00","HCR 72"
"167","2017-05-22 00:00:00","2017-05-06 00:00:00","2017-06-15 00:00:00","2017-06-15 00:00:00","2017-02-14 00:00:00","HB 1884"
"168","2017-05-22 00:00:00","2017-05-04 00:00:00","2017-06-15 00:00:00","2017-06-15 00:00:00","2017-02-15 00:00:00","HB 1904"
"169","2017-05-23 00:00:00","2017-05-03 00:00:00","2017-06-15 00:00:00","2017-06-15 00:00:00","2017-02-21 00:00:00","HB 2174"
"170","2017-05-24 00:00:00","2017-04-27 00:00:00","2017-06-15 00:00:00","2017-06-15 00:00:00","2017-02-09 00:00:00","HB 1698"
"171","2017-05-21 00:00:00","2017-04-28 00:00:00","2017-06-15 00:00:00","2017-06-15 00:00:00","2017-02-15 00:00:00","HB 1934"
"172","2017-05-24 00:00:00","2017-04-27 00:00:00","2017-06-15 00:00:00","2017-06-15 00:00:00","2017-02-16 00:00:00","HB 1989"
"173","2017-05-19 00:00:00","2017-04-27 00:00:00","2017-06-15 00:00:00","2017-06-15 00:00:00","2017-02-22 00:00:00","HB 2271"
"174","2017-05-22 00:00:00","2017-04-27 00:00:00","2017-06-15 00:00:00","2017-06-15 00:00:00","2017-02-22 00:00:00","HB 2279"
"175","2017-05-21 00:00:00","2017-05-04 00:00:00","2017-06-15 00:00:00","2017-06-15 00:00:00","2017-02-15 00:00:00","HB 1917"
"176","2017-05-22 00:00:00","2017-05-06 00:00:00","2017-06-15 00:00:00","2017-06-15 00:00:00","2017-02-14 00:00:00","HB 1877"
"177","2017-05-24 00:00:00","2017-04-20 00:00:00","2017-06-15 00:00:00","2017-06-15 00:00:00","2017-02-15 00:00:00","HB 1948"
"178","2017-05-24 00:00:00","2017-05-11 00:00:00","2017-06-15 00:00:00","2017-06-15 00:00:00","2017-02-16 00:00:00","HB 1974"
"179","2017-05-23 00:00:00","2017-05-12 00:00:00","2017-06-15 00:00:00","2017-06-15 00:00:00","2017-02-20 00:00:00","HB 2121"
"180","2017-05-19 00:00:00","2017-05-06 00:00:00","2017-06-15 00:00:00","2017-06-15 00:00:00","2017-02-22 00:00:00","HB 2285"
"181","2017-05-23 00:00:00","2017-05-06 00:00:00","2017-06-15 00:00:00","2017-06-15 00:00:00","2017-02-27 00:00:00","HB 2466"
"182","2017-05-24 00:00:00","2017-05-06 00:00:00","2017-06-15 00:00:00","2017-06-15 00:00:00","2017-02-27 00:00:00","HB 2492"
"183","2017-05-19 00:00:00","2017-05-04 00:00:00","2017-06-15 00:00:00","0","2017-02-27 00:00:00","HB 2475"
"184","2017-05-23 00:00:00","2017-05-04 00:00:00","2017-06-15 00:00:00","0","2017-02-27 00:00:00","HB 2445"
"185","2017-05-24 00:00:00","2017-05-05 00:00:00","2017-06-15 00:00:00","0","2017-02-27 00:00:00","HB 2463"
"186","2017-05-24 00:00:00","2017-05-04 00:00:00","2017-06-15 00:00:00","2017-06-15 00:00:00","2017-02-27 00:00:00","HB 2442"
"187","2017-05-19 00:00:00","2017-05-03 00:00:00","2017-06-15 00:00:00","2017-06-15 00:00:00","2017-02-27 00:00:00","HB 2501"
"188","2017-05-24 00:00:00","2017-05-06 00:00:00","2017-06-15 00:00:00","2017-06-15 00:00:00","2017-02-27 00:00:00","HB 2486"
"189","2017-05-22 00:00:00","2017-05-04 00:00:00","2017-06-15 00:00:00","2017-06-15 00:00:00","2017-02-28 00:00:00","HB 2578"
"190","2017-05-22 00:00:00","2017-05-12 00:00:00","2017-06-15 00:00:00","2017-06-15 00:00:00","2017-02-28 00:00:00","HB 2552"
"191","2017-05-22 00:00:00","2017-05-09 00:00:00","2017-06-15 00:00:00","2017-06-15 00:00:00","2017-02-28 00:00:00","HB 2533"
